SPS_L,NumRadicalElectrons_L,MaxPartialCharge_L,PEOE_VSA1_L,PEOE_VSA10_L,PEOE_VSA11_L,PEOE_VSA14_L,PEOE_VSA4_L,SlogP_VSA1_L,SlogP_VSA12_L,TPSA_L,EState_VSA9_L,VSA_EState2_L,VSA_EState4_L,NOCount_L,NumAliphaticHeterocycles_L,NumHAcceptors_L,fr_Imine_L,fr_allylic_oxid_L,fr_bicyclic_L,Ligand ID,ln(dr)
30.53846153846154,0.0,0.20005412027309274,14.210588861400147,41.85241212008557,5.897745344357611,0.0,0.0,0.0,0.0,64.77000000000001,29.187803059307157,15.547898858630282,7.097133367132884,6.0,3.0,6.0,3.0,0.0,9.0,L137,1.32
25.435897435897434,0.0,0.200149073973967,9.473725907600098,17.4986721276927,12.207932775496605,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.688054925673974,4.141243632209542,4.0,2.0,4.0,2.0,0.0,0.0,L142,0.94
19.68421052631579,0.0,0.20084995040226788,9.473725907600098,17.4986721276927,12.207932775496605,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,11.336628873771728,8.480593138605478,4.0,2.0,4.0,2.0,0.0,0.0,L143,1.1
23.77777777777778,0.0,0.19986040588997817,9.473725907600098,18.628754398422615,11.795490688715223,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,11.011832640463592,4.9386044615888745,4.0,2.0,4.0,2.0,0.0,0.0,L144,0.04
31.333333333333332,0.0,0.27368205296891085,9.473725907600098,24.291614433792525,0.0,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,9.590577601410935,5.2444678094939645,4.0,2.0,4.0,2.0,0.0,6.0,L145,1.05
24.170212765957448,0.0,0.19980581734527258,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,10.643651685420888,9.987422660553001,4.0,2.0,4.0,2.0,0.0,8.0,L162,2.24
19.770491803278688,0.0,0.2005049946853269,9.473725907600098,29.70660490318931,0.0,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,11.347351854581984,14.287314114380269,4.0,2.0,4.0,2.0,0.0,8.0,L163,1.84
20.596491228070175,0.0,0.19978211188249995,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,10.986207391391513,9.729222199430762,4.0,2.0,4.0,2.0,0.0,10.0,L164,2.57
21.649122807017545,0.0,0.19978211188246178,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,10.96025293326839,15.553112601824047,4.0,2.0,4.0,2.0,0.0,6.0,L165,2.11
20.90909090909091,0.0,0.19922215204194504,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,10.701207391391513,9.571414082356771,4.0,2.0,4.0,2.0,0.0,10.0,L166,2.27
21.877551020408163,0.0,0.19922215204193494,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,10.582905658359927,12.28115633753399,4.0,2.0,4.0,2.0,0.0,8.0,L167,2.16
21.333333333333332,0.0,0.19922215204204896,18.947451815200196,41.20562856975712,11.795490688715223,0.0,0.0,9.473725907600098,0.0,61.64,28.932261280471536,10.551723002577912,8.857225396360066,6.0,2.0,6.0,2.0,0.0,8.0,L168,2.11
22.25531914893617,0.0,0.19922215204192595,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,10.518651685420888,9.58510942044214,4.0,2.0,4.0,2.0,0.0,8.0,L169,1.97
22.214285714285715,0.0,0.17179111305730194,9.799819461700956,0.0,11.671239571514539,0.0,0.0,9.799819461700956,0.0,31.2,9.984809465271338,15.032739040060466,2.3761270681111952,4.0,2.0,4.0,2.0,0.0,0.0,L17,0.71
21.137254901960784,0.0,0.19922215204192595,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,10.574273581562265,14.340709015074818,4.0,2.0,4.0,2.0,0.0,6.0,L170,1.79
20.90909090909091,0.0,0.19922215204192595,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,10.668224862892972,9.514125848447334,4.0,2.0,4.0,2.0,0.0,12.0,L171,2.14
21.6,0.0,0.17179111547146939,9.799819461700956,0.0,11.671239571514539,0.0,0.0,9.799819461700956,0.0,31.2,9.984809465271338,15.149785840262028,4.941220405027154,4.0,2.0,4.0,2.0,0.0,0.0,L18,1.05
24.102564102564102,0.0,0.20050499192297516,9.473725907600098,29.70660490318931,0.0,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.745285021415974,7.05582532286665,4.0,2.0,4.0,2.0,0.0,6.0,L2,0.99
20.823529411764707,0.0,0.17179127099098868,9.799819461700956,0.0,11.671239571514539,0.0,0.0,9.799819461700956,0.0,31.2,9.984809465271338,15.42629503653313,5.16561733644075,4.0,2.0,4.0,2.0,0.0,0.0,L23,0.99
21.0,0.0,0.17178105742033636,9.799819461700956,0.0,11.671239571514539,0.0,0.0,9.799819461700956,0.0,31.2,9.984809465271338,15.321169060216679,4.974304140842673,4.0,2.0,4.0,2.0,0.0,0.0,L24,0.94
20.333333333333332,0.0,0.17178121293967924,9.799819461700956,0.0,11.671239571514539,0.0,0.0,9.799819461700956,0.0,31.2,9.984809465271338,15.59767825648778,5.201466911348766,4.0,2.0,4.0,2.0,0.0,0.0,L25,1.05
20.526315789473685,0.0,0.1717812142526622,9.799819461700956,0.0,11.671239571514539,0.0,0.0,9.799819461700956,0.0,31.2,9.984809465271338,15.668895975056689,5.333522451904245,4.0,2.0,4.0,2.0,0.0,0.0,L26,0.8
18.0,2.0,2.0,4.736862953800049,12.504627308870528,0.0,17.068678152405656,31.06970356635366,10.609079792477814,7.9215880923435105,21.59,9.729267686435719,4.845212899974805,1.0897844755186026,2.0,1.0,2.0,1.0,6.0,0.0,L43,-3.0
18.181818181818183,2.0,2.0,4.736862953800049,12.504627308870528,0.0,17.068678152405656,31.06970356635366,10.609079792477814,7.9215880923435105,21.59,9.729267686435719,4.916972159234064,1.182881687199418,2.0,1.0,2.0,1.0,6.0,0.0,L44,-2.03
17.02777777777778,2.0,2.0,4.736862953800049,12.504627308870528,0.0,17.068678152405656,42.45991660779872,10.609079792477814,7.9215880923435105,21.59,9.729267686435719,4.940991433610481,2.3662904132804026,2.0,1.0,2.0,1.0,6.0,0.0,L45,-3.0
17.17142857142857,2.0,2.0,4.736862953800049,18.54646813801849,0.0,17.068678152405656,31.06970356635366,10.609079792477814,7.9215880923435105,21.59,9.729267686435719,4.9159536407155455,2.24557139239228,2.0,1.0,2.0,1.0,6.0,0.0,L46,-3.0
14.931034482758621,2.0,2.0,4.899909730850478,0.0,0.0,17.068678152405656,36.642808096422925,10.609079792477814,7.9215880923435105,3.24,0.0,2.2600925925925925,1.3831641051482324,1.0,0.0,1.0,0.0,6.0,0.0,L47,-1.97
16.25,0.0,0.21676685310507768,4.736862953800049,6.606881964512918,0.0,0.0,0.0,15.913619688716722,7.9215880923435105,21.59,9.729267686435719,5.071561633912824,1.1914741380686549,2.0,1.0,2.0,1.0,0.0,1.0,L48,-1.41
23.48148148148148,0.0,0.20144658185120173,4.736862953800049,6.606881964512918,0.0,0.0,0.0,10.609079792477814,8.072314196559194,24.83,9.729267686435719,4.994333270345175,0.0,3.0,2.0,3.0,1.0,0.0,0.0,L49,-2.15
29.85185185185185,0.0,0.19922214927957874,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,9.958964159737969,4.86353804324712,4.0,2.0,4.0,2.0,0.0,6.0,L5,1.74
16.838709677419356,0.0,0.19362359422437433,4.736862953800049,6.606881964512918,5.897745344357611,0.0,0.0,15.913619688716722,7.9215880923435105,21.59,9.729267686435719,5.054932812631225,1.0840930203004064,2.0,1.0,2.0,1.0,0.0,0.0,L50,-1.1
16.551724137931036,0.0,0.1877373270802987,4.736862953800049,6.606881964512918,5.897745344357611,0.0,0.0,15.913619688716722,7.9215880923435105,21.59,9.729267686435719,4.902155034853448,1.4321577878741032,2.0,1.0,2.0,1.0,0.0,0.0,L51,-2.83
19.90909090909091,2.0,2.0,4.736862953800049,18.54646813801849,0.0,17.068678152405656,36.800922157095414,0.0,0.0,21.59,4.736862953800049,4.563935185185185,2.141191893424037,2.0,1.0,2.0,1.0,7.0,0.0,L52,-1.41
14.0,0.0,0.09755376866512488,0.0,0.0,0.0,0.0,0.0,15.331174656929903,7.9215880923435105,29.1,0.0,0.0,1.1800576341647773,2.0,0.0,1.0,0.0,0.0,0.0,L53,-1.16
18.622222222222224,0.0,0.21823068402533286,14.457704428547306,13.213763929025836,0.0,0.0,0.0,0.0,0.0,58.97,19.458535372871438,14.09284090828234,9.077803299617987,5.0,2.0,4.0,2.0,0.0,3.0,L55,-1.39
12.233333333333333,0.0,0.309666092536482,8.393465408686636,11.166040283284485,0.0,8.164063761327787,4.6704161899212995,4.6704161899212995,8.164063761327787,29.520000000000003,8.393465408686636,0.0,1.7800262450659279,3.0,0.0,3.0,0.0,0.0,7.0,L56,-1.39
16.714285714285715,0.0,0.21674372212275067,4.736862953800049,6.606881964512918,0.0,0.0,0.0,15.913619688716722,7.9215880923435105,21.59,9.729267686435719,4.964749937011842,1.2160892410542934,2.0,1.0,2.0,1.0,0.0,0.0,L57,-2.94
16.3,0.0,0.2168835043189902,9.473725907600098,12.356393797796823,0.0,0.0,0.0,20.65048264251677,7.9215880923435105,30.82,14.466130640235768,4.984602544721592,1.08759682325384,3.0,1.0,3.0,1.0,0.0,0.0,L58,-2.94
16.71875,0.0,0.4159349799582893,4.736862953800049,6.606881964512918,0.0,6.176298517443475,13.171245143024459,15.913619688716722,7.9215880923435105,21.59,9.729267686435719,4.720571932476695,-0.4204811587105515,2.0,1.0,2.0,1.0,0.0,0.0,L59,-2.48
19.25925925925926,0.0,0.2177048973188101,9.473725907600098,12.083681658295921,12.207932775496605,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.845932248226134,8.363793288518567,4.0,2.0,4.0,2.0,0.0,2.0,L68,-1.1
16.066666666666666,0.0,0.4328614419959646,4.736862953800049,17.99473795420984,0.0,6.176298517443475,13.171245143024459,0.0,0.0,34.480000000000004,4.736862953800049,7.338923847316705,-0.8050694444444435,3.0,1.0,3.0,1.0,0.0,0.0,L68,-0.85
10.142857142857142,0.0,0.08889375085994453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.78,0.0,8.844074074074074,3.9157520786092217,2.0,0.0,2.0,0.0,0.0,0.0,L68,-0.16
22.851063829787233,0.0,0.2005049919450323,9.473725907600098,29.70660490318931,0.0,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.972538107835724,9.833561686456607,4.0,2.0,4.0,2.0,0.0,6.0,L69,1.05
18.622222222222224,0.0,0.20020185628492068,9.473725907600098,30.712436056718538,0.0,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.625433988410176,6.791250928272415,4.0,2.0,4.0,2.0,0.0,0.0,L70,0.66
26.4,0.0,0.19950267603586666,9.473725907600098,30.712436056718538,11.795490688715223,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,9.736860040312422,2.182451285036513,4.0,2.0,4.0,2.0,0.0,0.0,L72,1.66
22.0,0.0,0.19922215204190694,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.67525293326839,15.388490332831012,4.0,2.0,4.0,2.0,0.0,6.0,L8,2.08
19.306122448979593,0.0,0.20037217150097655,9.473725907600098,17.4986721276927,11.202101621967376,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,11.011101662887377,3.6041647555486875,4.0,2.0,4.0,2.0,0.0,0.0,L80,0.85
18.418181818181818,0.0,0.20100389196376867,9.473725907600098,17.4986721276927,11.202101621967376,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,11.404262093726379,4.478642426246598,4.0,2.0,4.0,2.0,0.0,0.0,L83,1.1
23.636363636363637,0.0,0.1998058173452536,9.473725907600098,29.706604903189305,11.795490688715223,0.0,0.0,0.0,0.0,43.18,19.458535372871438,10.800252933268391,15.851639201959319,4.0,2.0,4.0,2.0,0.0,6.0,L9,2.59
32.857142857142854,0.0,0.1998041253086932,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.203964159737968,5.194143201977278,4.0,2.0,4.0,2.0,0.0,6.0,L93,1.66
32.55172413793103,0.0,0.19980411230722056,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.323964159737969,5.178376478621269,4.0,2.0,4.0,2.0,0.0,6.0,L94,1.59
32.266666666666666,0.0,0.1998041122585039,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.407297493071304,5.172075038292052,4.0,2.0,4.0,2.0,0.0,6.0,L95,1.45
29.21212121212121,0.0,0.2005053655301621,9.473725907600098,29.70660490318931,0.0,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.49004125724364,7.600218042407278,4.0,2.0,4.0,2.0,0.0,7.0,L96,1.66
26.454545454545453,0.0,0.19986295090079426,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.35212459057697,5.965763977085608,4.0,2.0,4.0,2.0,0.0,6.0,L97,1.27
30.076923076923077,0.0,0.19627471619475953,9.473725907600098,30.209520479953923,11.795490688715223,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,9.815445641219451,5.330231401145835,4.0,2.0,4.0,2.0,0.0,6.0,L98,1.15
32.0,0.0,0.19980411225841518,9.473725907600098,29.70660490318931,11.795490688715223,0.0,0.0,0.0,0.0,43.18000000000001,19.458535372871438,10.490630826404637,5.165773597962834,4.0,2.0,4.0,2.0,0.0,6.0,L99,1.66
