No,yield20,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
L81,0,5.9576782512821485,5.9576782512821485,0.15629051826066598,-0.43365504535147403,0.7766319584584995,22.0,362.47300000000007,336.2650000000001,362.19942807199993,140.0,0.0,0.19857875594871438,-0.4779266873631736,0.4779266873631736,0.19857875594871438,0.7407407407407407,1.1481481481481481,1.5555555555555556,16.512250895126517,9.925424115618954,2.407603603030096,-2.2215846260005496,2.296865878827129,-2.336552823143081,6.049434926755642,0.2631720333358172,3.338803542460358,1.4314831079467634,758.4715574318974,18.692023676495612,15.967554126949347,15.967554126949347,13.109322916611436,9.610677082735688,9.610677082735688,7.802604908792962,7.802604908792962,5.122164732446451,5.122164732446451,3.5875183915394726,3.5875183915394726,-2.6199999999999997,2651383.95871028,17.776891729152403,7.551152611542904,4.048290866896542,160.50893370759923,9.473725907600098,18.628754398422615,11.795490688715223,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,60.6636706846161,37.81602062862726,0.0,12.083681658295921,9.473725907600098,11.795490688715223,0.0,0.0,15.399799934668117,38.77279930352918,13.213763929025836,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,37.09293627603698,22.315369153452117,5.41499046939678,24.974377382775238,70.64848014988745,0.0,0.0,0.0,43.18000000000001,5.41499046939678,0.0,0.0,12.083681658295921,13.213763929025836,24.63713393456724,11.126902983393991,0.0,12.13273413692322,62.37841094707412,19.458535372871438,11.915356502564297,0.0,9.684433939477229,0.0,2.1335453238933093,1.4769300621483166,21.180154813641256,1.7864791791671162,5.40643351244181,0.0,0.391304347826087,27.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,4.0,6.0,0.0,0.0,0.0,4.0,4.092600000000004,108.42300000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L82,1,6.935381944444445,6.935381944444445,0.18931298703033872,-0.7415924981103552,0.1893303206444285,21.41860465116279,562.7130000000003,528.4410000000005,562.2620283280002,212.0,0.0,0.20020791247388292,-0.46931121245400753,0.46931121245400753,0.20020791247388292,0.46511627906976744,0.7906976744186046,1.1627906976744187,16.525548310525778,9.823501753526589,2.5000189825427195,-2.298429499895706,2.4851920154482876,-2.3939120769721955,6.061608327293432,0.15802590549283344,3.7398478288981885,1.3473952116842032,1597.6429508038511,29.064056396682297,24.161188359613348,24.161188359613348,21.1876211785963,14.925156185096442,14.925156185096442,11.472298465973376,11.472298465973376,8.446358686577318,8.446358686577318,6.195376828172264,6.195376828172264,-4.959999999999998,17491238376.974197,26.90839806269752,11.731077289685825,5.36841341585513,252.950332096998,9.473725907600098,17.4986721276927,12.207932775496605,11.795490688715223,0.0,0.0,0.0,9.984809465271338,0.0,0.0,151.65917671154028,41.16181628110161,0.0,0.0,9.473725907600098,11.795490688715223,0.0,0.0,15.399799934668117,37.63617325640916,0.0,179.47643417002524,0.0,0.0,0.0,0.0,0.0,0.0,11.795490688715223,15.894547530526108,5.41499046939678,59.03260909196812,161.6439861768116,0.0,0.0,0.0,43.18000000000001,5.41499046939678,0.0,0.0,24.291614433792525,18.216312311641232,22.253805966787983,5.563451491696996,0.0,30.33183534230805,128.25107856892288,19.458535372871438,13.870763888888888,0.0,10.716215356512976,0.0,4.8482354227529205,1.3024676660787773,51.72421209535749,0.11893890374229488,2.1691666666666665,0.0,0.1794871794871795,43.0,0.0,4.0,0.0,2.0,2.0,5.0,0.0,5.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,7.0,9.058000000000002,172.02499999999952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L83,1,7.647727465986394,7.647727465986394,0.39951340953685754,-0.9671637535294191,0.14154453352562057,18.418181818181818,714.9090000000002,672.573,714.324628584,268.0,0.0,0.20100389196376867,-0.4611526287756914,0.4611526287756914,0.20100389196376867,0.4,0.6727272727272727,0.9818181818181818,16.540030873902523,9.774558782827889,2.59495708611541,-2.3848608509027707,2.563444982794524,-2.4433577873855867,6.069052823913678,0.07120990498589659,3.8922710928218516,1.2925491358618109,2171.4634810506545,37.13512420854776,30.779990513130354,30.779990513130354,27.10994201494611,19.01670049314851,19.01670049314851,14.628952754254536,14.628952754254536,11.163914946681812,11.163914946681812,8.475307290933578,8.475307290933578,-6.519999999999997,9540644804309.113,34.26057564060381,14.37259336977732,5.949501336829978,323.06452050912594,9.473725907600098,17.4986721276927,11.202101621967376,11.795490688715223,0.0,0.0,0.0,9.984809465271338,0.0,0.0,212.3228473961563,30.034913297707618,22.253805966787983,0.0,9.473725907600098,11.795490688715223,0.0,0.0,15.399799934668117,36.63034210287993,0.0,251.26700783803528,0.0,0.0,0.0,0.0,0.0,0.0,11.795490688715223,27.096649152493484,5.41499046939678,57.95157929986551,222.30765686142763,0.0,0.0,0.0,43.18000000000001,28.70077374966008,0.0,0.0,0.0,18.216312311641232,38.94416044187897,0.0,0.0,36.39820241076966,182.8483821850773,19.458535372871438,15.295454931972788,0.0,11.404262093726379,0.0,4.478642426246598,1.1674023683547494,72.82710382595796,0.5494491685563112,2.194351851851852,0.0,0.13725490196078433,55.0,0.0,4.0,0.0,2.0,2.0,7.0,0.0,7.0,4.0,0.0,4.0,10.0,0.0,0.0,0.0,9.0,11.462999999999987,220.98699999999934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L84,1,6.472466931216932,6.472466931216932,0.047180507750492984,-0.6569768046107332,0.2749278156970402,19.027027027027028,486.61500000000024,456.3750000000003,486.23072819999993,184.0,0.0,0.20020185626286374,-0.4775258412885665,0.4775258412885665,0.20020185626286374,0.5135135135135135,0.8648648648648649,1.2432432432432432,16.512586831080522,9.752403592551374,2.489637100502623,-2.322475079679931,2.4059326813490243,-2.438349571757161,6.0657448791961,0.24920464896246086,3.665064453874896,1.472686617682902,1260.2887887977827,24.91779202674033,20.741056818845607,20.741056818845607,18.299592945392376,12.900004757230056,12.900004757230056,9.750332534506127,9.750332534506127,7.1869351528548915,7.1869351528548915,5.308275346964635,5.308275346964635,-4.179999999999999,805730584.3093578,23.23249638900176,10.434654101833589,4.9220712190870355,217.89323789093405,9.473725907600098,30.712436056718538,0.0,11.795490688715223,0.0,0.0,0.0,9.984809465271338,0.0,0.0,121.32734136923226,35.09544921264,0.0,0.0,9.473725907600098,11.795490688715223,0.0,0.0,15.399799934668117,24.925324904147942,13.213763929025836,143.58114733602022,0.0,0.0,0.0,0.0,0.0,0.0,25.00925461774106,22.315369153452117,5.41499046939678,34.3374876250839,131.3121508345036,0.0,0.0,0.0,43.18000000000001,5.41499046939678,0.0,0.0,12.083681658295921,37.850897863593076,11.126902983393991,11.126902983393991,0.0,24.26546827384644,97.06187309538579,19.458535372871438,12.944933862433864,0.0,10.398180901990425,0.0,4.046017149653966,1.4194830771814901,41.712237812442076,1.3678974552784073,1.0279164076864293,0.0,0.21212121212121213,37.0,0.0,4.0,0.0,2.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,6.0,6.798200000000008,147.86499999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L85,1,7.20796060090703,7.20796060090703,0.23484691665156987,-0.8374721277399848,0.1498694380976766,20.163265306122447,638.8110000000003,600.5070000000002,638.293328456,240.0,0.0,0.20084995038021058,-0.4692952020475236,0.4692952020475236,0.20084995038021058,0.3673469387755102,0.6530612244897959,0.9795918367346939,16.52569946843486,9.75221600531338,2.529110709799332,-2.3370559009633016,2.49876153406963,-2.4413178877841446,6.069476225552743,0.15397211211597803,3.8404391480571087,1.336228672850265,1865.1166718419365,32.8840473529912,27.255046486748025,27.255046486748025,24.26591944058116,17.04294656880595,17.04294656880595,12.884673720923503,12.884673720923503,9.618028001210646,9.618028001210646,7.221309240472952,7.221309240472952,-5.7399999999999975,461970724936.9068,30.584439931852977,13.77818543747787,6.301465931888545,288.007426303062,9.473725907600098,17.4986721276927,12.207932775496605,11.795490688715223,0.0,0.0,0.0,9.984809465271338,0.0,0.0,181.9910120538483,46.22235219603399,0.0,0.0,9.473725907600098,11.795490688715223,0.0,0.0,15.399799934668117,37.13325767964455,0.0,215.37172100403026,0.0,0.0,0.0,0.0,0.0,0.0,11.795490688715223,22.315369153452117,5.41499046939678,57.67232338397449,191.97582151911962,0.0,0.0,0.0,43.18000000000001,5.41499046939678,0.0,0.0,24.291614433792525,24.637133934567238,33.380708950181976,0.0,0.0,24.26546827384644,157.72554378000189,19.458535372871438,14.415921201814058,0.0,11.10937578735198,0.0,5.875829065148151,1.3096029646426475,62.607298777561226,0.5986388701486103,0.0,0.0,0.15555555555555556,49.0,0.0,4.0,0.0,2.0,2.0,6.0,0.0,6.0,4.0,0.0,4.0,10.0,0.0,0.0,0.0,8.0,10.280799999999994,196.49699999999942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L86,1,7.363932823129253,7.363932823129253,0.02711601691946064,-0.8892661092214666,0.13990665637559566,19.68421052631579,751.0270000000003,696.5949999999999,750.418528968,288.0,0.0,0.20084995040226788,-0.46929520204749653,0.46929520204749653,0.20084995040226788,0.38596491228070173,0.6842105263157895,0.9824561403508771,16.525723689558134,9.743664697800128,2.530792522896185,-2.340932289346495,2.5021321060444723,-2.4418359319691105,6.06971307545763,0.15396421148327058,3.8896343032555354,1.3506422199083152,2134.8311890713026,39.62453432899735,34.10034594836876,34.10034594836876,27.476262871626233,20.364313773851848,20.364313773851848,17.807323451733865,17.807323451733865,11.572301031001741,11.572301031001741,8.274779426865727,8.274779426865727,-5.7399999999999975,9150097642216.332,38.14895181925927,15.656095184442854,8.093841964838699,338.92696321823485,9.473725907600098,17.4986721276927,12.207932775496605,11.795490688715223,0.0,0.0,0.0,9.984809465271338,0.0,0.0,211.40070111506878,68.17923611822154,0.0,0.0,9.473725907600098,11.795490688715223,0.0,0.0,15.399799934668117,89.50566181658183,0.0,214.36588985050105,0.0,0.0,0.0,0.0,0.0,0.0,11.795490688715223,33.14535009224568,5.41499046939678,110.34164956551221,179.84308738219642,0.0,0.0,0.0,43.18000000000001,5.41499046939678,0.0,0.0,35.121595372586086,24.637133934567238,22.253805966787983,22.253805966787983,0.0,0.0,211.40070111506878,19.458535372871438,14.727865646258504,0.0,11.33662887377173,0.0,8.480593138605478,1.3134727996136726,59.812095180124295,0.5160293772518696,13.563314984374447,0.0,0.2830188679245283,57.0,0.0,4.0,0.0,2.0,2.0,6.0,0.0,6.0,4.0,0.0,4.0,10.0,0.0,0.0,0.0,8.0,12.87579999999998,233.8969999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L87,0,5.7889630574452005,5.7889630574452005,0.2612719933652472,-0.3538888888888887,0.7849163821576275,27.36842105263158,266.385,240.17699999999996,266.199428072,108.0,0.0,0.19857720267017342,-0.47792845974980575,0.47792845974980575,0.19857720267017342,0.8947368421052632,1.263157894736842,1.5263157894736843,16.512325211788042,9.924433798441024,2.414167265708084,-2.2217404989317995,2.3059835471046823,-2.3365920768000437,6.049247864688315,0.24891357527778588,2.9881140006913807,2.1531455262296455,360.94975484301284,14.206742302257043,12.934538411059242,12.934538411059242,8.8194043363257,7.241774259000667,7.241774259000667,6.738241647665974,6.738241647665974,3.9562002446518676,3.9562002446518676,2.237029115240063,2.237029115240063,-1.06,21370.991332944755,14.35123583728531,5.139170029357979,2.7708997836377884,115.85451375305757,9.473725907600098,18.628754398422615,11.795490688715223,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,27.694948798762496,25.68328649170403,0.0,12.083681658295921,9.473725907600098,11.795490688715223,0.0,0.0,27.235612026990907,53.62610485643965,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.09293627603698,9.473725907600098,17.250802561719567,41.54242319814374,9.984809465271338,0.0,0.0,0.0,43.18,0.0,0.0,0.0,17.4986721276927,25.049576021348624,11.795490688715223,0.0,0.0,0.0,41.54242319814374,19.458535372871438,11.5779261148904,0.0,9.414601284958428,0.0,-0.3538888888888887,2.550933012093726,0.5225439867304944,0.0,14.204551156882506,0.0,0.8666666666666667,19.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.919200000000002,77.80700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L88,0,5.8793095710506424,5.8793095710506424,0.11519605064247895,-0.3888888888888886,0.7790916751789572,27.047619047619047,294.439,264.19899999999996,294.2307282,120.0,0.0,0.19858759454057848,-0.47791675653948035,0.47791675653948035,0.19858759454057848,0.7142857142857143,1.0476190476190477,1.2857142857142858,16.512458393037896,9.871764777650586,2.4390471742964057,-2.227553926064417,2.3514696473265557,-2.3368633142543715,6.049681758285922,0.21352045796720698,2.9728214061304965,2.2029383059175127,422.16223000852654,16.052041763877792,14.779837872679991,14.779837872679991,9.420686862090157,7.843056784765123,7.843056784765123,8.879158845942287,8.879158845942287,4.370692773013319,4.370692773013319,2.4102538507807303,2.4102538507807303,-1.06,35718.449194657915,16.312921587033127,4.993201022670643,3.2427323935393213,128.5843979818508,9.473725907600098,18.628754398422615,11.795490688715223,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,41.54242319814374,24.67745533817481,0.0,12.083681658295921,9.473725907600098,11.795490688715223,0.0,0.0,26.229780873461678,67.4735792558209,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.09293627603698,9.473725907600098,16.244971408190338,55.38989759752498,9.984809465271338,0.0,0.0,0.0,43.18,0.0,0.0,0.0,28.32865306648626,13.213763929025836,11.795490688715223,0.0,0.0,0.0,55.38989759752498,19.458535372871438,11.758619142101285,0.0,9.592771164021164,0.0,-0.15849678760393027,1.5198781179138325,0.4022057665658856,0.0,18.635022597001765,0.0,0.8823529411764706,21.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,3.6994000000000025,87.04100000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L89,0,6.343217120181405,6.343217120181405,0.055573034769463625,-0.12501747921390804,0.6525299052116833,21.923076923076923,340.42600000000004,320.2660000000001,340.15756325999996,128.0,0.0,0.23626743804469275,-0.46548164502789857,0.46548164502789857,0.23626743804469275,0.7307692307692307,1.4230769230769231,2.1153846153846154,16.50785025962773,9.96716412917174,2.3465817415337216,-2.179503133594445,2.4174675616589503,-2.0992008828896864,5.933801608253401,0.19631918228780715,3.4754368301523426,1.534262048306565,932.691234512518,17.346724214874865,14.454493350870893,14.454493350870893,12.88214273316075,9.200085147572253,9.200085147572253,6.960874698564657,6.960874698564657,5.036280394538595,5.036280394538595,3.505314672002332,3.505314672002332,-2.939999999999999,3278476.874113949,15.325502900947173,6.412948671664298,2.8998006407974377,152.95209760725973,4.736862953800049,11.735768823996422,6.103966387748303,5.897745344357611,0.0,0.0,0.0,9.976383253582878,0.0,0.0,66.73003775307771,36.10128036616923,11.611834041009853,0.0,4.736862953800049,5.897745344357611,0.0,4.9839785209472085,4.992404732635669,30.905356508909676,0.0,101.37753086309188,0.0,0.0,0.0,0.0,0.0,0.0,10.88172386530482,4.736862953800049,0.0,53.42011548200058,83.85517662263662,0.0,0.0,0.0,34.480000000000004,0.0,0.0,0.0,12.145807216896262,11.815651390519005,22.514758973090913,12.841643245852019,0.0,30.33183534230805,48.53093654769288,14.713246207382927,6.343217120181405,0.0,9.75633629377677,0.0,4.301051482321325,1.2657405004140214,26.813697158921723,2.353290777718086,0.0,0.0,0.21739130434782608,26.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,4.0,1.0,0.0,1.0,5.0,5.218400000000005,102.20000000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L90,0,6.243065948601663,6.243065948601663,0.06397014361300091,-0.13341458805744555,0.7050300475985701,19.625,314.38800000000003,296.244,314.14191319599996,118.0,0.0,0.23626698846395922,-0.4654816474394836,0.4654816474394836,0.23626698846395922,0.75,1.4166666666666667,2.0833333333333335,16.507843061070126,9.96716460224164,2.339246464369855,-2.17907991349041,2.4025138344930013,-2.096556253512666,5.933289787400699,0.1963274248105412,3.086448670832021,1.756620303893674,859.276814130932,16.355160383312146,13.46292951930817,13.46292951930817,11.809663088089316,8.094913432049715,8.094913432049715,5.9031168251209,5.9031168251209,4.158348977358322,4.158348977358322,2.990423621063542,2.990423621063542,-2.939999999999999,696055.9042460374,14.639592166715381,6.281848149564395,2.8070784012380146,141.22804453199572,4.736862953800049,11.735768823996422,6.103966387748303,5.897745344357611,0.0,0.0,0.0,9.976383253582878,0.0,0.0,66.73003775307771,30.183374320007832,5.693927994848461,0.0,4.736862953800049,5.897745344357611,0.0,4.9839785209472085,4.992404732635669,19.069544416586886,0.0,101.37753086309188,0.0,0.0,0.0,0.0,0.0,0.0,10.88172386530482,4.736862953800049,6.923737199690624,34.66056618998717,83.85517662263662,0.0,0.0,0.0,34.480000000000004,0.0,0.0,0.0,12.145807216896262,5.897745344357611,22.514758973090913,0.0,0.0,61.52104081584511,29.24944679479365,9.729267686435719,6.243065948601663,0.0,9.415019211388259,0.0,4.01328399260939,0.612413076341648,26.375060363651638,-0.13341458805744555,1.9745719954648526,0.0,0.14285714285714285,24.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,4.649420000000004,94.96200000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
