No,yield20,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
L34,1,6.3271082136558325,6.3271082136558325,0.14547891996304685,0.14547891996304685,0.6468275303971179,26.586206896551722,386.5390000000001,356.29900000000015,386.23581357999996,150.0,0.0,0.23592259034610563,-0.4700366743367146,0.4700366743367146,0.23592259034610563,0.8275862068965517,1.5517241379310345,2.310344827586207,16.508018643482377,9.769371093553108,2.401761774434987,-2.2877260030185065,2.4675806019341793,-2.2069026769794315,5.935212808677526,0.20567142089447846,3.5329780103544404,1.312605238808914,907.8104998181657,19.20853153444066,17.09483974241822,17.09483974241822,14.365305980755144,11.662358005772681,11.662358005772681,9.500879631167912,9.500879631167912,7.813006688228484,7.813006688228484,6.4798355178124725,6.4798355178124725,-2.1599999999999997,15652110.083537152,17.677523042347417,7.267113104115175,3.0990122157131315,173.16782012370672,4.736862953800049,17.839735211744724,0.0,5.897745344357611,0.0,0.0,0.0,9.976383253582878,0.0,0.0,56.015121834012085,60.77873570434403,18.032655663935863,0.0,4.736862953800049,5.897745344357611,0.0,4.9839785209472085,16.828216824958456,75.85110786939175,0.0,64.97932845232218,0.0,0.0,0.0,0.0,0.0,0.0,16.98569025305312,11.157684576726059,11.835812092322787,85.84107883180836,47.456974211866935,0.0,0.0,0.0,34.480000000000004,0.0,0.0,0.0,12.145807216896262,5.917906046161393,29.848307054454867,68.18740396165053,0.0,0.0,42.46456947923127,14.713246207382927,6.3271082136558325,0.0,10.160769715293526,0.0,4.952238577019422,3.020565846441117,15.332431331283416,12.206886316306688,0.0,0.0,0.5384615384615384,29.0,0.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,3.0,4.0,2.0,0.0,2.0,6.0,5.988400000000007,115.19100000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L35,0,5.908310946572208,5.908310946572208,0.09321092719892077,0.09321092719892077,0.38130934590474047,18.77777777777778,474.5640000000002,448.3560000000003,474.205576072,178.0,0.0,0.23529548921094037,-0.47408111977175854,0.47408111977175854,0.23529548921094037,0.5,0.9166666666666666,1.3611111111111112,16.497706105055432,10.079880186920265,2.2325620214614066,-2.060469285819239,2.208495137098982,-2.0953384492505895,5.944817030401065,0.31578713144189763,3.6015507589068627,1.1839615330967068,1293.9048273876817,24.158279002746482,19.826082933087015,19.826082933087015,17.797958971132715,12.243138145448192,12.243138145448192,8.993740196853267,8.993740196853267,6.251689418477648,6.251689418477648,4.48554922708408,4.48554922708408,-4.319999999999999,468517440.25324523,22.16344311793828,10.11901264269762,5.028123157066384,209.96759173843043,9.473725907600098,24.601619918722758,0.0,11.795490688715223,0.0,0.0,0.0,19.952766507165755,0.0,0.0,72.79640482153933,48.234014503092446,0.0,23.471537647992843,9.473725907600098,11.795490688715223,0.0,9.967957041894417,9.984809465271338,24.925324904147942,13.213763929025836,119.57663206847673,0.0,11.387855989696922,0.0,0.0,0.0,0.0,47.060893317931395,22.315369153452117,0.0,22.514758973090913,107.04668256065715,0.0,11.387855989696922,0.0,68.96000000000001,0.0,0.0,0.0,12.083681658295921,36.39711060743798,24.229499235548943,11.126902983393991,0.0,72.79640482153933,24.26546827384644,29.426492414765853,11.816621893144415,0.0,19.18010251965883,0.0,5.4465128779560725,1.168871741369799,32.57005167722992,1.696447574867498,1.1213917157734672,0.0,0.2,36.0,0.0,6.0,0.0,2.0,2.0,2.0,2.0,4.0,6.0,0.0,6.0,7.0,0.0,0.0,0.0,6.0,4.919800000000005,140.31399999999985,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L36,0,5.670885770975056,5.670885770975056,0.22713556101452914,0.22713556101452914,0.8586363577588945,17.95,267.33200000000005,250.19599999999997,267.137162164,102.0,0.0,0.2352939348152229,-0.4740828925794026,0.4740828925794026,0.2352939348152229,1.05,1.85,2.55,16.494846144467814,10.075823583440611,2.231378699453301,-2.0628723962279594,2.1881386805785064,-2.130519342557312,5.933012960240126,0.2910483236316949,2.984234855166463,1.9117790152567522,622.628928349822,13.94938298937633,11.65314828085692,11.65314828085692,9.737183443017884,6.832598482948537,6.832598482948537,5.179666368409099,5.179666368409099,3.338971160523531,3.338971160523531,2.0818044808120706,2.0818044808120706,-2.23,70260.8254300392,12.786162346499157,5.408099705007787,2.544517395249775,118.12048253567144,4.736862953800049,12.300809959361379,0.0,5.897745344357611,0.0,0.0,4.9839785209472085,9.976383253582878,0.0,0.0,25.980208536304467,30.183374320007832,6.196843571613076,17.42969681884488,4.736862953800049,5.897745344357611,0.0,9.967957041894417,10.910310778797061,19.88931522852921,6.606881964512918,48.288973977231194,0.0,11.387855989696922,0.0,0.0,0.0,0.0,28.514425179912905,4.736862953800049,5.917906046161393,19.54140239422971,47.587450715018406,0.0,11.387855989696922,0.0,47.370000000000005,0.0,0.0,0.0,6.041840829147961,18.422533355031923,17.081783984545382,0.0,6.196843571613076,36.39820241076966,28.807836173911333,4.736862953800049,5.670885770975056,0.0,13.52129175589989,0.0,2.464867147476275,1.1184757238779603,11.848511972435134,1.7659398095658017,4.943361153103217,0.0,0.3125,20.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,2.945000000000001,78.58300000000004,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L37,0,2.227880658436214,2.227880658436214,0.44598765432098775,-0.44598765432098775,0.6342115735160806,10.578947368421053,262.29200000000003,247.17199999999994,262.09113711000003,92.0,0.0,-0.013435687534984822,-0.06222246775052784,0.06222246775052784,0.013435687534984822,0.3684210526315789,0.631578947368421,0.8947368421052632,31.131523824615126,10.352576359656009,2.1440871604822185,-2.1848276001095956,2.3156007243944026,-2.196167023142304,7.793745239343603,1.7357095092860841,2.5083432320697017,2.121010632567224,523.7138976114098,12.91600279455672,10.607467633344347,11.501894824344264,9.449489742783179,6.402871200818815,7.744511987318688,4.34205767343533,6.562071405168234,3.0431774697873606,5.486797999270248,2.1784095038102884,4.483661665304442,-1.9099999999999993,44146.84088442675,12.140659924413075,5.820136911661661,2.748679021701652,115.04527691249828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.99550602692418,23.835207781060234,0.0,0.0,0.0,23.835207781060234,0.0,0.0,0.0,0.0,0.0,90.99550602692418,0.0,0.0,15.913619688716722,0.0,0.0,7.9215880923435105,0.0,0.0,0.0,0.0,90.99550602692418,0.0,0.0,0.0,0.0,7.9215880923435105,0.0,0.0,0.0,0.0,0.0,15.913619688716722,0.0,0.0,90.99550602692418,0.0,0.0,0.0,0.0,4.194166666666667,0.0,0.0,32.32589506172839,0.0,0.0,-0.44598765432098775,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.4448000000000016,85.14800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L40,0,2.297622931888805,2.297622931888805,0.3479160367850844,-0.34791603678508465,0.37306460881998404,11.071428571428571,398.4260000000001,374.23400000000015,398.135324028,138.0,0.0,-0.019509102661296213,-0.062222829405504464,0.062222829405504464,0.019509102661296213,0.32142857142857145,0.5357142857142857,0.75,31.135540853813644,10.36043196579027,2.1848389151584158,-2.2357143277923948,2.4052581078620503,-2.193492906069952,7.7622531267606565,1.5067393821091082,2.7911397787458854,1.63852523519994,792.190888156505,19.0204508012418,15.855646137165532,17.644500519165366,13.915816237971965,9.66961713312543,12.723382579192615,6.645472561030761,11.31761552957528,4.818682519062339,10.199068343731224,3.4462960119305466,8.803465574289735,-2.2599999999999993,4948132.599760706,19.073676195623275,9.789428367860989,4.768268578137767,170.33194072822872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.32734136923226,49.38515582457849,0.0,0.0,0.0,37.06133576964265,0.0,0.0,0.0,0.0,12.323820054935842,121.32734136923226,0.0,0.0,21.21815958495563,0.0,0.0,15.843176184687021,12.323820054935842,0.0,0.0,0.0,121.32734136923226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.843176184687021,0.0,0.0,33.54197963989147,0.0,0.0,121.32734136923226,0.0,0.0,0.0,0.0,5.88804946670026,0.0,0.0,44.20820798689846,2.4143894347862602,0.0,-0.6958320735701691,0.07692307692307693,28.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,5.252200000000004,127.87800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L41,0,2.4305555555555554,2.4305555555555554,0.10091563786008173,-0.10091563786008195,0.686164909718772,16.444444444444443,282.348,254.12399999999994,282.166624156,102.0,0.0,-0.014143468073870078,-0.07228824386336442,0.07228824386336442,0.014143468073870078,0.6666666666666666,0.9444444444444444,1.1666666666666667,31.135148194780125,10.250049930820147,2.2792393761230705,-2.3466979126920924,2.493297414215651,-2.3140877505118143,7.72233871488317,0.7887678038050563,2.242744363253893,3.2333081698030077,357.2933668119933,14.137828201504696,13.203828267758421,14.992682649758251,8.048547388496603,6.616204651189459,10.19391341518912,6.948389110134808,12.831350035628622,3.6169015552100756,10.043582263948249,1.754127592979427,5.555260377256306,0.07999999999999996,5104.48617076586,16.135309734513275,5.601002264592008,3.785530130240554,116.08019502520952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.6510676566772,34.250888748820266,0.0,0.0,0.0,26.45225597716484,0.0,0.0,0.0,51.854580946021116,13.329651208465071,24.26546827384644,0.0,0.0,10.609079792477814,0.0,0.0,15.843176184687021,23.64180895634245,0.0,0.0,41.54242319814374,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.843176184687021,10.312157747877382,0.0,0.0,10.609079792477814,0.0,79.13754268045524,0.0,0.0,0.0,0.0,4.005544952548921,0.0,0.0,9.123215020576131,0.0,19.054552784076595,-0.20183127572016368,0.625,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,4.7576000000000045,90.90400000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L42,0,2.396648505081045,2.396648505081045,0.10041317898901614,-0.10041317898901658,0.21873364876965545,24.77777777777778,506.61000000000024,470.32200000000034,506.229224412,182.0,0.0,0.004769741296635192,-0.09097997341962911,0.09097997341962911,0.004769741296635192,0.3611111111111111,0.5833333333333334,0.8055555555555556,31.1357606216114,10.039416116861567,2.4069755470432317,-2.3168680780248088,2.7453381200474696,-2.046778546019667,7.6244038280914515,0.7651986496524767,3.581267786072256,1.3007071457126231,1015.2960116321452,24.158279002746486,20.993474338670225,22.782328720670055,17.88214273316075,13.595679201348867,16.926181383393505,10.336278788073516,15.780973305422899,8.382188532261198,15.643000377278733,6.716799966353136,14.823067086820087,-2.259999999999999,522001925.2796791,24.098121828831747,11.420817604618527,5.092969308549344,219.23981533634316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.17051755391927,60.26091251342787,22.635977802813226,0.0,0.0,15.843176184687021,0.0,0.0,0.0,48.31926429451727,12.323820054935842,143.58114733602022,0.0,0.0,0.0,0.0,0.0,15.843176184687021,12.323820054935842,0.0,0.0,70.57307026130525,121.32734136923226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.843176184687021,0.0,22.635977802813226,38.00710654663988,22.253805966787983,0.0,121.32734136923226,0.0,0.0,0.0,0.0,0.0,9.314149809092088,0.0,45.83702853382849,8.197796163205615,0.0,-0.20082635797803272,0.29411764705882354,36.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,7.0,0.0,2.0,2.0,6.0,10.502999999999991,158.7739999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L48,0,6.250004487906274,6.250004487906274,0.0717822551426448,-0.7858819916855635,0.37049205417863373,16.25,437.52300000000014,409.29900000000026,437.190851146,160.0,0.0,0.21676685310507768,-0.4751550693830451,0.4751550693830451,0.21676685310507768,0.75,1.34375,1.9375,31.131525915415605,9.879178514086327,2.327570890918678,-2.237474419933583,2.382638347795845,-2.259487175291082,7.799848123948974,0.23567283567886677,3.316874624054452,1.7874184901544075,1219.3374812191876,22.131181265251033,18.82473683887397,19.719164029873884,15.520987953494505,11.151749862391002,12.493390648890877,9.31645365179719,11.467283199535728,6.0340717775828825,8.592171413568567,4.19489473274953,6.805604766902782,-2.9599999999999986,33914910.355971806,20.915707191810945,8.524922918069349,3.9605913732662708,191.28457280684748,4.736862953800049,6.606881964512918,0.0,5.897745344357611,0.0,0.0,0.0,4.992404732635669,0.0,0.0,111.76671762599605,40.784473851609306,10.867991387935902,6.041840829147961,4.736862953800049,40.505401554347436,0.0,0.0,10.407395202032449,26.813052428219834,6.606881964512918,102.6253245870828,0.0,0.0,15.913619688716722,0.0,0.0,7.9215880923435105,18.54646813801849,4.736862953800049,5.41499046939678,26.334663090768867,102.05427782802147,0.0,10.772448428929591,0.0,21.59,7.9215880923435105,0.0,0.0,11.45683129854474,6.606881964512918,11.461196836054608,26.686068117646315,0.0,0.0,117.83308469445767,9.729267686435719,6.250004487906274,0.0,5.071561633912824,6.5039429930923,1.1914741380686549,0.7824447278911564,34.97671378447691,0.0,7.333814300411522,-0.7858819916855635,0.20689655172413793,32.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,4.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,5.0,5.789500000000005,138.38599999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L49,0,6.137217498110356,6.137217498110356,0.30002162593432447,-0.5815615814226927,0.7210165889440653,23.48148148148148,380.47200000000004,351.2400000000001,380.201750178,142.0,0.0,0.20144658185120173,-0.47754659049992115,0.47754659049992115,0.20144658185120173,0.9629629629629629,1.5925925925925926,2.1481481481481484,31.13773906664167,10.04561380441347,2.371539895357304,-2.4047146677498192,2.4348317985574317,-2.4459508728569577,7.704154995318611,0.2452439244645505,3.2079928692355204,1.7021852615040967,722.9625201942459,18.63961743368832,16.290976482361614,17.18540367336153,13.237183443017884,10.110818010868885,11.405245201868802,7.747259729544131,9.917444906433227,5.482610266885605,8.04972524590551,3.9232696064380064,6.558192562599155,-1.6999999999999997,2907468.0972455367,18.653494237660606,8.541477769360762,4.098418851683404,163.81579441906683,4.736862953800049,6.606881964512918,0.0,5.897745344357611,0.0,0.0,4.6704161899212995,4.992404732635669,0.0,0.0,80.93196670692336,29.368629084491225,14.61707060247177,12.083681658295921,4.736862953800049,24.57913933339462,0.0,4.6704161899212995,10.910310778797061,45.193620926455196,13.151638370425493,60.6636706846161,0.0,0.0,10.609079792477814,0.0,0.0,8.072314196559194,35.803481563000325,4.736862953800049,5.917906046161393,33.10993926815928,65.65607541725177,0.0,0.0,0.0,24.83,8.072314196559194,0.0,0.0,0.0,18.001587704457314,25.470205337709114,23.450723038329834,0.0,0.0,79.18156127391865,9.729267686435719,8.822773053665912,0.0,4.994333270345175,2.814086146804401,0.0,1.5111673239212013,22.553584266529796,3.639566720206601,6.3201248740236835,-0.5815615814226927,0.43478260869565216,27.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,4.0,5.0,0.0,1.0,1.0,4.0,4.342100000000004,115.43000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L51,1,5.999379934072394,5.999379934072394,0.1269481422874732,-0.6311852315514686,0.5613406111108824,16.551724137931036,401.4900000000001,373.2660000000002,401.190851146,148.0,0.0,0.1877373270802987,-0.47842944611566585,0.47842944611566585,0.1877373270802987,0.8275862068965517,1.3793103448275863,1.9310344827586208,31.13152523059135,9.879281020266095,2.3033987833515517,-2.2194862991400583,2.343778630968437,-2.248353484181754,7.794809537040421,0.23346303866115342,3.203618111108703,1.7241018551904503,936.8499825152163,20.26937394568524,17.377143081681268,18.27157027268118,14.020987953494505,10.198173041054588,11.539813827554463,8.527662943246229,10.713084582981955,5.310294003096985,7.8574645699647,3.586552516763587,6.057529544558754,-2.439999999999999,5871334.984591142,19.858247091761722,8.511661343207646,4.596073312839077,174.9678503895089,4.736862953800049,6.606881964512918,5.897745344357611,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,105.70035055753443,34.813649742154006,6.4208216229260096,6.041840829147961,4.736862953800049,29.732953125417843,0.0,0.0,10.407395202032449,33.23387405114585,6.606881964512918,90.49259045015957,0.0,0.0,15.913619688716722,0.0,0.0,7.9215880923435105,18.54646813801849,11.157684576726059,5.41499046939678,26.334663090768867,89.92154369109824,0.0,0.0,0.0,21.59,7.9215880923435105,0.0,0.0,11.45683129854474,6.606881964512918,12.31856696728362,21.477071180413716,0.0,0.0,105.70035055753443,9.729267686435719,5.999379934072394,0.0,4.902155034853448,4.107780507264635,1.4321577878741032,0.8689336629713615,30.689677959159376,0.751243858654573,7.370597227442314,-0.6311852315514686,0.2692307692307692,29.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0,4.830700000000005,125.48200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
