iter	Logloss
415	0.1425721049
416	0.1422706246
417	0.1420733482
418	0.1418024153
419	0.1415589154
420	0.1412799656
421	0.1409970522
422	0.140756771
423	0.14053756
424	0.1403487772
425	0.1400745213
426	0.1397437155
427	0.1394230723
428	0.1391315609
429	0.1387270242
430	0.1383918226
431	0.138164714
432	0.137922436
433	0.1375946105
434	0.1373211741
435	0.1367727965
436	0.1364764571
437	0.1360751092
438	0.1357759833
439	0.1354290545
440	0.1350542605
441	0.1344994158
442	0.1341507137
443	0.133736074
444	0.1334193647
445	0.1331834197
446	0.1328461021
447	0.1325635761
448	0.1321397871
449	0.1316740811
450	0.1313908696
451	0.1311224848
452	0.1308247596
453	0.1303980947
454	0.1300813109
455	0.1298946887
456	0.1297330409
457	0.1294941008
458	0.1291936934
459	0.1289728582
460	0.1288024783
461	0.1285085231
462	0.1282246709
463	0.1278332174
464	0.1276147962
465	0.1273777038
466	0.1271469891
467	0.1269170493
468	0.1266710162
469	0.1264279485
470	0.1262276173
471	0.1259914637
472	0.1257126033
473	0.1255127788
474	0.1251967251
475	0.1249482855
476	0.1246200055
477	0.1244231686
478	0.1242114156
479	0.1238994896
480	0.1236442253
481	0.1233290434
482	0.1231028736
483	0.1228055581
484	0.1223414987
485	0.1222103909
486	0.1219945699
487	0.1217835918
488	0.1216567904
489	0.1214960068
490	0.1212766021
491	0.1210311726
492	0.1207166463
493	0.1205077916
494	0.1202810258
495	0.1199812517
496	0.1198188365
497	0.1194833443
498	0.1191989183
499	0.1189274862
500	0.1187076122
501	0.1183334664
502	0.1180376783
503	0.1176239923
504	0.1173695549
505	0.1172331423
506	0.1170851216
507	0.1168558747
508	0.116689831
509	0.1165421158
510	0.1163112372
511	0.1160770059
512	0.1158687621
513	0.1155300364
514	0.1153234839
515	0.1151213497
516	0.1148201525
517	0.1144578382
518	0.1142020449
519	0.1139283925
520	0.11371883
521	0.1135255545
522	0.1132627949
523	0.1130274981
524	0.1127681434
525	0.1125617549
526	0.1123042554
527	0.1120613441
528	0.1118045896
529	0.1115706563
530	0.1114430204
531	0.1112586558
532	0.1110827178
533	0.1108043119
534	0.1105931401
535	0.1103780046
536	0.1101018935
537	0.1098880693
538	0.1096730307
539	0.1094733477
540	0.1092832088
541	0.1090845987
542	0.1088907868
543	0.108573541
544	0.1083223671
545	0.1081072986
546	0.1078388244
547	0.1075739712
548	0.1073704809
549	0.1071813703
550	0.1069661528
551	0.1067572683
552	0.1065400541
553	0.1063425541
554	0.1061650813
555	0.1058154702
556	0.1055336297
557	0.1053758264
558	0.105216451
559	0.1049652845
560	0.1047759876
561	0.1045354605
562	0.1043216437
563	0.1042154133
564	0.1039937437
565	0.1037803516
566	0.1035566926
567	0.1033796817
568	0.1032290235
569	0.1030327678
570	0.1027468592
571	0.1025376767
572	0.1022464186
573	0.1020897776
574	0.1019474715
575	0.1017629132
576	0.1015896648
577	0.1014171466
578	0.1011962071
579	0.1009770185
580	0.1007757038
581	0.1005164534
582	0.100348182
583	0.1001677364
584	0.09997427464
585	0.09983742237
586	0.09961919487
587	0.0993675217
588	0.09921501577
589	0.09892714024
590	0.09869552404
591	0.09850458801
592	0.09827402979
593	0.0981201306
594	0.0978943035
595	0.09770015627
596	0.09743723273
597	0.09714646637
598	0.09694701433
599	0.09682168067
600	0.09668356925
601	0.09648957103
602	0.09631952643
603	0.09621720761
604	0.0959963724
605	0.09582029283
606	0.09568738192
607	0.09551613033
608	0.09537557513
609	0.09520406276
610	0.09507589787
611	0.09486719966
612	0.09471641481
613	0.09453372657
614	0.09430661052
615	0.09409366548
616	0.09394790977
617	0.0938089788
618	0.09364443272
619	0.09347721934
620	0.09330797195
621	0.0931327343
622	0.09298603237
623	0.09281782061
624	0.09262831509
625	0.09250931442
626	0.09226691723
627	0.09207391739
628	0.0919656232
629	0.09180878103
630	0.09166102111
631	0.09142372012
632	0.09119898081
633	0.09100623429
634	0.09084002674
635	0.09066514671
636	0.09043219686
637	0.09021101147
638	0.09004251659
639	0.08989428729
640	0.08972860873
641	0.08959431946
642	0.08938381821
643	0.08924809843
644	0.08910155296
645	0.08890713006
646	0.0887959674
647	0.08863828331
648	0.08841006458
649	0.08831754327
650	0.08812520653
651	0.08797589689
652	0.08784963191
653	0.08776208758
654	0.08763306588
655	0.08748413622
656	0.08734813333
657	0.08717875928
658	0.08699558675
659	0.08683773875
660	0.08662287891
661	0.08652447909
662	0.08640092611
663	0.08627068251
664	0.08614420891
665	0.08597078919
666	0.08577830344
667	0.08562393486
668	0.08545810729
669	0.08530697227
670	0.08515579998
671	0.08500798047
672	0.08489306271
673	0.08471426368
674	0.08454252779
675	0.08434288949
676	0.08410978317
677	0.08390569687
678	0.08371806145
679	0.08351575583
680	0.08339077979
681	0.08318686485
682	0.08303366601
683	0.08289434016
684	0.08276632428
685	0.08266856521
686	0.08250948042
687	0.08239515126
688	0.08221844584
689	0.08203236759
690	0.08193038404
691	0.08177363873
692	0.08165571094
693	0.08152595162
694	0.08137352765
695	0.08125312626
696	0.08115040511
697	0.08093132824
698	0.08085872233
699	0.08069697022
700	0.08054908365
701	0.0804137066
702	0.08025814593
703	0.08010373265
704	0.07996185124
705	0.07984402776
706	0.07972857356
707	0.07962884009
708	0.07958807051
709	0.07943898439
710	0.07935529947
711	0.07923205197
712	0.07908768952
713	0.07894428074
714	0.07878248394
715	0.0786844939
716	0.07856255025
717	0.07843588293
718	0.07830429077
719	0.07817918062
720	0.0780724287
721	0.07795511186
722	0.07782170177
723	0.07774957269
724	0.07759641111
725	0.07746876776
726	0.07728084922
727	0.07713243365
728	0.07698467374
729	0.07676160336
730	0.07668416202
731	0.0764786005
732	0.07632244378
733	0.07614284754
734	0.07601433992
735	0.07591567934
736	0.07586941868
737	0.07572500408
738	0.07560709864
739	0.07550369203
740	0.0753974691
741	0.07520964742
742	0.07509608567
743	0.07498501241
744	0.07492284477
745	0.07480984181
746	0.07473048568
747	0.07457553595
748	0.07442783564
749	0.07430024445
750	0.0741353482
751	0.07399147749
752	0.07387340069
753	0.07375755906
754	0.07362826914
755	0.07349479198
756	0.07336595654
757	0.07321426272
758	0.07304228842
759	0.07289050519
760	0.07271941006
761	0.07261803746
762	0.07245292515
763	0.07232223451
764	0.07218213379
765	0.07205462456
766	0.07194899023
767	0.07178807259
768	0.07163406163
769	0.07152275741
770	0.07138067484
771	0.07130043209
772	0.07117474079
773	0.07108381391
774	0.07100250572
775	0.07082433254
776	0.07069218159
777	0.07056461275
778	0.07045121491
779	0.07029914856
780	0.07017499954
781	0.07004347444
782	0.06992676109
783	0.06980649382
784	0.06970216334
785	0.06961163878
786	0.06947153807
787	0.06933645159
788	0.0692108348
789	0.06908384711
790	0.06894218177
791	0.06886605918
792	0.06873752177
793	0.06857324392
794	0.06848568469
795	0.06832224131
796	0.06821276993
797	0.06809239835
798	0.06799780577
799	0.06787151843
800	0.06781420857
801	0.06771162152
802	0.0675765723
803	0.06746128947
804	0.06732758135
805	0.06718188524
806	0.06707710028
807	0.06698691845
808	0.06689548492
809	0.066804111
810	0.06670874357
811	0.06661719084
812	0.06652885675
813	0.0663703084
814	0.06624780595
815	0.06611554325
816	0.0660141632
817	0.06588993967
818	0.06571856141
819	0.06564332545
820	0.06551979482
821	0.06541538239
822	0.06530433893
823	0.06520458311
824	0.06507389247
825	0.06497708708
826	0.06489981711
827	0.06479225308
828	0.06464834511
829	0.06457548589
830	0.06445414573
831	0.0643863827
832	0.06428213418
833	0.06422035396
834	0.06412285566
835	0.0639988184
836	0.06389643252
837	0.06379573047
838	0.06365436316
839	0.06355176866
840	0.06342668831
841	0.06334865093
842	0.06328669935
843	0.06319183856
844	0.06310151517
845	0.06298871338
846	0.06288347393
847	0.06277406216
848	0.06263566762
849	0.06249629334
850	0.06239568815
851	0.06226778403
852	0.06217869744
853	0.06208524108
854	0.06193822622
855	0.06185592711
856	0.06175728515
857	0.06168267876
858	0.06152541935
859	0.06141007319
860	0.06129776686
861	0.06114960834
862	0.06103842333
863	0.06093427539
864	0.06081017852
865	0.06071560457
866	0.06062172726
867	0.06053233892
868	0.06044598669
869	0.06033858657
870	0.06025846675
871	0.06013602391
872	0.06000934541
873	0.05994793028
874	0.05986016244
875	0.05969457328
876	0.05962701142
877	0.05952109396
878	0.05940663815
879	0.05933360755
880	0.05927046388
881	0.05916714668
882	0.05909496173
883	0.05901585519
884	0.05889806896
885	0.05876930058
886	0.05867495388
887	0.05857754499
888	0.05847657472
889	0.05838131905
890	0.05826441199
891	0.05817438662
892	0.0580833219
893	0.05803524703
894	0.05794079974
895	0.05785384774
896	0.05779311806
897	0.05769997463
898	0.05762328207
899	0.05754549429
900	0.05745152384
901	0.05736766756
902	0.05726762861
903	0.0572061725
904	0.05712253228
905	0.05705604702
906	0.05694593489
907	0.05685099959
908	0.05677017942
909	0.05665827543
910	0.05658445135
911	0.05650181323
912	0.05639432371
913	0.05631276593
914	0.05623449013
915	0.05612597242
916	0.05603546277
917	0.0559849143
918	0.05592415109
919	0.05582230166
920	0.05575399846
921	0.05568163097
922	0.05556645989
923	0.05545457825
924	0.0553939268
925	0.05530193076
926	0.05519913882
927	0.05512688309
928	0.05501901731
929	0.05493564159
930	0.05485782027
931	0.05477346852
932	0.05471520126
933	0.05463612452
934	0.0545678623
935	0.05449229479
936	0.05439760908
937	0.05432895198
938	0.0542839393
939	0.05415388569
940	0.05412298441
941	0.0540291518
942	0.05396387726
943	0.05388986692
944	0.05383366346
945	0.05374392867
946	0.05365110561
947	0.05358912051
948	0.05351148918
949	0.05345772952
950	0.0533926338
951	0.05333160236
952	0.05325395614
953	0.05323472619
954	0.05316019058
955	0.05308290571
956	0.05302393064
957	0.05294381455
958	0.05287870392
959	0.05280782282
960	0.05275188386
961	0.05266850442
962	0.05258595198
963	0.05250155181
964	0.05240821838
965	0.05229925737
966	0.05223447829
967	0.05217904598
968	0.05213246495
969	0.05204542726
970	0.05197494477
971	0.05191250145
972	0.05185518041
973	0.05178916454
974	0.05170332268
975	0.05160877481
976	0.05153238028
977	0.05143295974
978	0.05133797973
979	0.05126819015
980	0.05116508156
981	0.05107085779
982	0.0509891361
983	0.0509140715
984	0.05083988607
985	0.05074329674
986	0.05066598207
987	0.05058377981
988	0.05050585419
989	0.05044528097
990	0.05037055165
991	0.05032531172
992	0.05024909973
993	0.05019934475
994	0.05013112724
995	0.05007563159
996	0.04997328669
997	0.04992375523
998	0.04985378683
999	0.04977915809
