Ligand ID,Predicted ln(dr)
L119,0.6366002045576157
L101,1.5165173433496688
L43,-1.1933485833067383
L53,-2.0785286423762206
L130,0.7949765856237144
L164,1.9656931537635987
L170,2.0708278442180115
L113,1.4587572247778182
L9,1.8695402378845016
L50,-1.1476666385833547
