SPS_L,NumRadicalElectrons_L,MaxPartialCharge_L,PEOE_VSA1_L,PEOE_VSA10_L,PEOE_VSA11_L,PEOE_VSA14_L,PEOE_VSA4_L,SlogP_VSA1_L,SlogP_VSA12_L,TPSA_L,EState_VSA9_L,VSA_EState2_L,VSA_EState4_L,NOCount_L,NumAliphaticHeterocycles_L,NumHAcceptors_L,fr_Imine_L,fr_allylic_oxid_L,fr_bicyclic_L,Ligand ID,ln(dr),ODI_HOMO_1_Free,ODI_HOMO_Free,ODI_LUMO_Free,ODI_LUMO_Add1_Free,ODI_Mean_Free,ODI_Std_Free,AtomNum_Free,Weight_Free,HOMO_Free,HOMO_number_Free,LUMO_Free,HOMO_LUMO_Gap_Free,Farthest_Distance_Free,Mol_Radius_Free,Mol_Size_Short_Free,Mol_Size_2_Free,Mol_Size_L_Free,Length_Ratio_Free,Len_Div_Diameter_Free,MPP_Free,SDP_Free,Dipole_Moment_Free,Quadrupole_Moment_Free,Octopole_Moment_Free,Volume_Free,Density_Free,ESPmin_Free,ESPmax_Free,Overall_Surface_Area_Free,Pos_Surface_Area_Free,Neg_Surface_Area_Free,Overall_Average_Free,Pos_Average_Free,Neg_Average_Free,Overall_Variance_Free,Nu_Free,Pi_Free,MPI_Free,Nonpolar_Area_Free,Polar_Area_Free,ALIEmin_Free,ALIEmax_Free,ALIE_Ave_Free,ALIE_Var_Free,LEAmin_Free,LEAmax_Free,LEA_Ave_Free,LEA_Var_Free,ODI_HOMO_1_Res,ODI_HOMO_Res,ODI_LUMO_Res,ODI_LUMO_Add1_Res,ODI_Mean_Res,ODI_Std_Res,AtomNum_Res,Weight_Res,HOMO_Res,HOMO_number_Res,LUMO_Res,HOMO_LUMO_Gap_Res,Farthest_Distance_Res,Mol_Radius_Res,Mol_Size_Short_Res,Mol_Size_2_Res,Mol_Size_L_Res,Length_Ratio_Res,Len_Div_Diameter_Res,MPP_Res,SDP_Res,Dipole_Moment_Res,Quadrupole_Moment_Res,Octopole_Moment_Res,Volume_Res,Density_Res,ESPmin_Res,ESPmax_Res,Overall_Surface_Area_Res,Pos_Surface_Area_Res,Neg_Surface_Area_Res,Overall_Average_Res,Pos_Average_Res,Neg_Average_Res,Overall_Variance_Res,Nu_Res,Pi_Res,MPI_Res,Nonpolar_Area_Res,Polar_Area_Res,ALIEmin_Res,ALIEmax_Res,ALIE_Ave_Res,ALIE_Var_Res,LEAmin_Res,LEAmax_Res,LEA_Ave_Res,LEA_Var_Res,ODI_HOMO_1_CoL2,ODI_HOMO_CoL2,ODI_LUMO_CoL2,ODI_LUMO_Add1_CoL2,ODI_Mean_CoL2,ODI_Std_CoL2,AtomNum_CoL2,Weight_CoL2,HOMO_CoL2,HOMO_number_CoL2,LUMO_CoL2,HOMO_LUMO_Gap_CoL2,Farthest_Distance_CoL2,Mol_Radius_CoL2,Mol_Size_Short_CoL2,Mol_Size_2_CoL2,Mol_Size_L_CoL2,Length_Ratio_CoL2,Len_Div_Diameter_CoL2,MPP_CoL2,SDP_CoL2,Dipole_Moment_CoL2,Quadrupole_Moment_CoL2,Octopole_Moment_CoL2,Volume_CoL2,Density_CoL2,ESPmin_CoL2,ESPmax_CoL2,Overall_Surface_Area_CoL2,Pos_Surface_Area_CoL2,Neg_Surface_Area_CoL2,Overall_Average_CoL2,Pos_Average_CoL2,Neg_Average_CoL2,Overall_Variance_CoL2,Nu_CoL2,Pi_CoL2,MPI_CoL2,Nonpolar_Area_CoL2,Polar_Area_CoL2,ALIEmin_CoL2,ALIEmax_CoL2,ALIE_Ave_CoL2,ALIE_Var_CoL2,LEAmin_CoL2,LEAmax_CoL2,LEA_Ave_CoL2,LEA_Var_CoL2,Surface Area_CoL2,Surface Volume_CoL2,P_int_CoL2,Vb_R2.5_CoL2,Vb_R3.0_CoL2,Vb_R3.5_CoL2,Vb_R4.0_CoL2,Vb_R4.5_CoL2,Surface Area_Free,Surface Volume_Free,P_int_Free,Surface Area_Res,Surface Volume_Res,P_int_Res,N_Mulliken_CoL2,N_NPA_CoL2,O_Mulliken_CoL2,O_NPA_CoL2,Co_Mulliken_CoL2,Co_NPA_CoL2,N_Mulliken_Free,N_NPA_Free,O_Mulliken_Free,O_NPA_Free,N_Mulliken_Free.1,N_NPA_Free.1,O_Mulliken_Free.1,O_NPA_Free.1
29.125,0,0.27301281,9.473725908,13.21376393,0,0,0,0,0,43.18,9.473725908,9.003947468,0,4,2,4,2,0,0,L129,0.16,9.8,11.38,15.63,6.15,10.74,3.40122772,36,224.29986,-0.236309,61,-0.037005,0.199305,33,7.26,6.311,7.273,14.451,0.515462814,0.995247934,0.913718,3.826134,2.86642,22.341568,37.2643,2023.11441,1.2424,-65.03309,20.67879,1012.25931,634.87828,377.38103,-0.00152443,0.01413011,-0.02786049,0.00073588,0.08056807,0.01967482,0.52379042,156.78,126.69,8.42817,14.49294,0.4121056,0.00115564,-39.97143,-12.94706,-0.7645326,0.052016,13.19,12.33,15.48,4.3,11.325,4.216126777,36,224.29986,-0.231428,61,-0.035712,0.195716,31,7.155,5.446,7.461,14.22,0.524200981,0.993710692,0.749764,3.085177,2.064357,20.988147,75.6928,2027.45954,1.2397,-70.25555,21.63861,1021.25052,611.05896,410.19156,-0.00232804,0.01411598,-0.02682454,0.00068722,0.10222786,0.01975438,0.52301503,158.33,127.65,8.3277,14.46494,0.41195483,0.00122374,-39.80631,-12.9639,-0.7632583,0.054164,28.51,27.5,13.96,8.61,19.645,8.578748452,39,285.24894,-0.232577,380,-0.079781,0.152796,31,7.155,5.503,7.682,14.22,0.518883415,0.993710692,0.789387,3.161352,10.563115,41.505791,56.8167,2343.69382,1.3639,-66.29386,36.18405,1107.26275,708.68965,398.5731,0.00090291,0.0277495,-0.04683213,0.00146,0.14219078,0.03437227,0.94201819,86.52,223.54,6.53242,14.91975,0.39913143,0.00507107,-39.55486,-10.73779,-0.6926542,0.044692,350,351.3,18.1,0.395868603,0.398893772,0.392948658,0.377630191,0.353491881,327.4,314.5,17,330.2,314.1,16.9,-0.458387,-0.525915,-0.4719215,-0.501135,-0.032302,0.5319,-0.4316875,-0.501915,-0.4916505,-0.534865,-0.434812,-0.51012,-0.487077,-0.52659
28.62068966,0,0.199782109,9.473725908,29.7066049,11.79549069,0,0,0,0,43.18,19.45853537,10.24396416,4.995199041,4,2,4,2,0,6,L13,1.52,10.61,7.8,10.8,12.69,10.475,1.7454011,55,386.48707,-0.233953,103,-0.005044,0.228908,50,7.058,7.697,12.085,13.722,0.409563037,0.97208841,1.375506,5.312878,3.845883,8.902178,182.9022,3244.43088,1.3349,-47.41205,20.43936,1493.1593,720.93202,772.22728,-0.00356722,0.01305584,-0.01908609,0.0003484,0.15161169,0.0163279,0.44013181,238.12,180.01,8.31207,14.63587,0.40856105,0.00143015,-41.80375,-13.17723,-0.7832033,0.039852,8.53,9.32,8.08,8.18,8.5275,0.487102402,55,386.48707,-0.227641,103,-0.003811,0.22383,51,7.936,8.134,10.984,15.493,0.447632256,0.976121472,1.497533,5.730138,2.31678,15.428479,178.3599,3226.8122,1.3422,-77.08962,18.69042,1502.87578,758.66702,744.20876,-0.00453013,0.01185295,-0.02123149,0.00054092,0.0971191,0.01703401,0.4489092,253.44,167.41,7.98431,14.63288,0.40803872,0.00150336,-40.59445,-13.2007,-0.7894735,0.041029,25.83,25.94,8.1,5.83,16.425,9.494062618,58,447.43615,-0.226366,616,-0.043013,0.183353,51,7.936,8.63,10.999,15.5,0.441230892,0.9765625,1.563497,6.30627,11.576231,42.570718,124.9281,3536.40297,1.4178,-72.55921,30.08623,1562.10169,960.90331,601.19838,-0.00095545,0.02225473,-0.03805259,0.00124214,0.09668024,0.02856229,0.77102835,139.57,297.87,6.37643,15.16437,0.39957907,0.00391045,-40.30985,-11.73065,-0.740963,0.034017,503.6,531.6,21,0.428131918,0.439092297,0.441302879,0.433725405,0.417221149,492.3,492.8,20.9,485.5,490.5,20.2,-0.450173,-0.574345,-0.473734,-0.52759,-0.016947,0.51577,-0.4387965,-0.5519,-0.4918325,-0.553255,-0.426803,-0.546195,-0.485615,-0.55363
27.22222222,0,0.273002643,9.473725908,13.21376393,0,0,0,0,0,43.18,9.473725908,9.124879063,0,4,2,4,2,0,0,L131,0.49,10.85,11.4,15.89,5.59,10.9325,3.651865106,42,252.3531,-0.242787,69,-0.035384,0.207403,38,7.358,6.681,8.759,14.613,0.486240974,0.993000815,1.045029,4.287793,0.849843,24.391094,125.5863,2334.05595,1.2116,-53.75046,22.03784,1155.24041,744.77219,410.46822,-0.00071925,0.01251605,-0.024734,0.00062942,0.08250333,0.01707345,0.45870796,208.36,115.14,8.42934,14.77414,0.40953008,0.00107692,-39.7621,-12.94163,-0.7538452,0.049104,9.9,12.13,15.55,5.5,10.77,3.647869241,42,252.3531,-0.229783,69,-0.033645,0.196138,41,7.741,7.04,8.243,15.271,0.499803626,0.98637127,1.143796,4.501358,2.046307,20.150947,138.5454,2337.60585,1.2097,-71.18614,22.73289,1167.9391,698.44938,469.48972,-0.00157361,0.01293789,-0.02316205,0.00074415,0.10616677,0.01742291,0.46389465,206.43,120.63,8.24653,14.64616,0.41031887,0.00126055,-39.84878,-12.91293,-0.7531564,0.050976,29.44,27.39,13.97,7.58,19.595,9.13354942,45,313.30217,-0.231878,424,-0.079222,0.152656,41,7.741,7.081,8.224,15.272,0.499460379,0.986435861,1.145419,4.516677,10.590973,38.719859,125.1489,2662.96605,1.3184,-66.78476,39.16124,1268.43879,786.42041,482.01837,0.00070869,0.02540634,-0.03958592,0.00156929,0.15675059,0.03063054,0.8379668,139.25,215.95,6.52605,15.1555,0.39857203,0.00476948,-39.57598,-10.46182,-0.6861723,0.040307,403.7,403.8,18.2,0.372590832,0.372821067,0.369176295,0.358245143,0.341549258,370.8,360.8,17.1,374.3,360.6,17.1,-0.454816,-0.52902,-0.470047,-0.501355,0.00834,0.55071,-0.4304015,-0.50478,-0.4898185,-0.533495,-0.4290115,-0.510975,-0.4857015,-0.527245
12.5,0,0.088865987,0,0,0,0,0,0,0,25.78,0,8.967634165,4.70975222,2,0,2,0,0,0,L132,0.2,20.67,9.18,8.42,11.05,12.33,4.90929221,44,268.39723,-0.233589,73,-0.039466,0.194123,38,6.889,6.982,8.97,13.561,0.459492427,0.984250254,1.053,4.441373,5.54013,24.384021,96.8493,2531.32644,1.1882,-74.07669,24.69311,1198.71438,847.91967,350.79471,0.00066266,0.01428553,-0.0322657,0.00088064,0.0575183,0.01927644,0.53190875,182.26,153.41,7.96443,13.58664,0.40195983,0.00089596,-34.82213,-13.23232,-0.7550093,0.040424,22.39,9.15,8.47,8.27,12.07,5.967176887,44,268.39723,-0.230442,73,-0.044695,0.185748,38,6.878,6.752,9.234,13.579,0.459293083,0.987132887,0.972006,4.348472,5.485788,23.925558,78.6164,2525.20618,1.191,-78.46301,28.74776,1194.72907,843.02549,351.70358,0.0006631,0.0143794,-0.03221457,0.00091119,0.06154244,0.01936074,0.53415158,182.83,151.73,7.9032,13.66654,0.40222072,0.00091746,-35.62186,-13.23858,-0.7613333,0.041777,28.76,29.07,7.8,8.4,18.5075,10.41023865,47,329.34631,-0.227934,456,-0.076799,0.151135,38,6.878,6.752,10.716,13.578,0.437351028,0.987060192,0.98344,4.346591,15.749207,61.785309,351.3367,2850.83483,1.2946,-75.90902,50.3481,1332.44212,1022.95283,309.48929,0.00699291,0.02882518,-0.06516913,0.00169593,0.08378461,0.03373784,1.01408303,50.44,322.68,6.4403,14.26542,0.38946531,0.00406721,-34.37382,-10.23204,-0.6818121,0.032652,415.3,427.6,19.3,0.372314103,0.351925656,0.327332976,0.297921451,0.265839376,380,384.8,18.7,380.2,384.3,18.8,-0.494993,-0.5031,0,0,0.065678,0.54213,-0.4193605,-0.478205,0,0,-0.421715,-0.47295,0,0
30.53846154,0,0.20005412,14.21058886,41.85241212,5.897745344,0,0,0,0,64.77,29.18780306,15.54789886,7.097133367,6,3,6,3,0,9,L137,1.32,7.62,8.45,5.32,7.62,7.2525,1.166048348,68,515.60289,-0.232943,136,-0.005826,0.227117,56,8.968,9.228,10.123,16.747,0.46393152,0.933708742,1.758951,6.798695,2.306906,19.679977,164.0804,4103.81567,1.4079,-51.73062,19.03887,1825.38444,895.51063,929.87381,-0.00527849,0.01296894,-0.0228516,0.00036023,0.12563964,0.01835204,0.48989454,271.83,239.33,8.30758,14.81515,0.4095873,0.00153729,-41.95315,-13.19658,-0.8151652,0.047445,7.08,4.61,10.71,6.49,7.2225,2.210467993,68,515.60289,-0.228943,136,-0.005017,0.223926,56,9.084,9.691,11.759,17.826,0.453864956,0.981175694,1.583414,7.24633,1.702761,16.756749,207.7462,4093.86243,1.4113,-75.88951,17.57973,1793.45324,922.47695,870.97629,-0.00495597,0.01166116,-0.02255566,0.00048133,0.08270737,0.01748897,0.46128704,298.04,204.18,8.12867,14.72509,0.40921838,0.00163751,-42.40107,-13.19704,-0.8106638,0.045089,9.36,25.24,8.75,9.98,13.3325,6.888538942,71,576.55197,-0.226884,795,-0.039851,0.187033,56,9.084,9.707,11.413,17.907,0.45883619,0.985634082,1.629638,7.26972,9.97278,48.162944,232.9109,4404.55152,1.4668,-69.74387,27.71875,1814.79461,1032.12694,782.66767,-0.00217774,0.01985527,-0.03123332,0.00096139,0.11445597,0.02511291,0.67381617,192.5,315.69,6.37819,15.12474,0.40285136,0.00356517,-42.00684,-11.96851,-0.7725146,0.039468,603.9,655.1,22.9,0.439070843,0.461291344,0.474270872,0.475063621,0.46622091,603.7,622.4,22,593.5,618,22.1,-0.451665333,-0.5554,-0.484301333,-0.540746667,-0.009989,0.51751,-0.436145,-0.556736667,-0.493112333,-0.55041,-0.428860333,-0.534673333,-0.494019,-0.55786
25.43589744,0,0.200149074,9.473725908,17.49867213,12.20793278,0,0,0,0,43.18,19.45853537,10.68805493,4.141243632,4,2,4,2,0,0,L142,0.94,7.19,7.25,4.21,4.32,5.7425,1.478163979,71,512.64208,-0.232434,136,-0.010529,0.221906,63,8.707,8.835,13.034,17.391,0.442969944,0.998679224,1.547442,6.341879,2.535412,27.002155,290.304,4295.5281,1.3373,-42.52906,23.28592,1862.34476,951.73399,910.61078,-0.00310215,0.01296392,-0.01989376,0.00028742,0.1837554,0.01659458,0.44496961,294.22,227.29,8.58534,14.35093,0.40562029,0.00152542,-41.7649,-13.10549,-0.7935264,0.039381,6.98,7.06,7.37,8.02,7.3575,0.409290545,71,512.64208,-0.227751,136,-0.008164,0.219587,68,9.044,8.986,11.799,17.92,0.462989278,0.990712074,1.585507,6.617526,2.230298,27.404373,300.8529,4289.15,1.3393,-80.71784,21.43986,1893.28796,1036.9078,856.38017,-0.004337,0.01228581,-0.02446395,0.0005581,0.09248489,0.0185295,0.48420694,306.39,223.78,8.24693,14.17625,0.40551589,0.00160695,-41.85393,-13.12087,-0.7932729,0.039085,17.22,26.52,6.36,3.98,13.52,9.013423323,74,573.59115,-0.223968,801,-0.039997,0.183971,68,9.044,9.411,11.647,17.904,0.459524665,0.98982751,1.634185,7.277508,11.751555,58.450995,436.7874,4607.55001,1.395,-80.78061,31.27588,1970.87524,1219.70918,751.16605,-0.00228559,0.02116387,-0.04036176,0.00160219,0.07531758,0.02908528,0.77500259,197.68,354.23,6.29951,14.54452,0.3982672,0.00369803,-41.30207,-11.58634,-0.7396489,0.03217,641.8,687.2,22.6,0.434822242,0.438840882,0.435415114,0.430230122,0.423269799,612.1,642.7,22.4,617.5,646.8,21.9,-0.4825805,-0.56482,-0.4837655,-0.533435,0.002059,0.51804,-0.442581,-0.543105,-0.496957,-0.553525,-0.4394505,-0.53183,-0.495469,-0.557965
19.68421053,0,0.20084995,9.473725908,17.49867213,12.20793278,0,0,0,0,43.18,19.45853537,11.33662887,8.480593139,4,2,4,2,0,0,L143,1.1,8.74,10.76,4.64,6.34,7.62,2.325553698,111,751.01002,-0.22157,201,-0.014486,0.207084,96,9.476,12.53,15.836,18.625,0.396352493,0.982745884,2.118037,9.958156,0.442121,25.062355,352.1212,6531.9662,1.2884,-56.26463,18.49371,2573.21901,1295.99438,1277.22463,-0.00344153,0.01117931,-0.01827722,0.00029517,0.13593528,0.01497566,0.40007203,452.76,267.82,8.30043,14.10674,0.40219611,0.0012671,-42.60132,-13.12313,-0.7836636,0.03633,5.96,7.17,6.3,7.41,6.71,0.598372793,111,751.01002,-0.2226,201,-0.009922,0.212678,109,9.091,10.962,15.598,17.826,0.401613121,0.980420196,2.013191,8.632193,1.169362,21.946516,450.9769,6540.08789,1.2868,-85.23331,22.68665,2589.54409,1363.08163,1226.46247,-0.00426204,0.01089485,-0.02110729,0.00057157,0.08364322,0.01639991,0.42808064,473.03,252.11,8.13354,13.68989,0.4008541,0.00133073,-42.82579,-13.10172,-0.7863185,0.037278,10.14,25.92,9.21,5.91,12.795,7.739026102,114,811.9591,-0.219821,1162,-0.03642,0.183401,109,9.091,10.938,15.636,17.832,0.401567356,0.980750192,2.022812,8.624429,9.874194,45.815123,577.1604,6872.1,1.324,-84.74944,32.08515,2610.89205,1439.96186,1170.93019,-0.00532312,0.01596412,-0.03150128,0.00137972,0.0904193,0.02402724,0.62401715,385.53,345.59,6.10996,14.23632,0.39549386,0.0026765,-42.14396,-11.42187,-0.7457179,0.029774,890.6,1014.7,24.9,0.457741893,0.48581831,0.511076687,0.53622525,0.558947877,861.2,976.9,24,868.5,975.1,24.2,-0.4694865,-0.55764,-0.496825,-0.53702,0.001195,0.55275,-0.425979,-0.54252,-0.4917855,-0.547665,-0.42735,-0.513675,-0.508352,-0.562025
23.77777778,0,0.199860406,9.473725908,18.6287544,11.79549069,0,0,0,0,43.18,19.45853537,11.01183264,4.938604462,4,2,4,2,0,0,L144,0.04,4.59,6.17,9.3,8.39,7.1125,1.848545036,103,610.91295,-0.222231,167,0.000698,0.222929,91,9.643,12.344,12.89,19.076,0.4305123,0.989111272,2.208113,9.933562,0.727019,22.356202,249.58,5618.37348,1.2185,-59.32287,19.04889,2291.49846,1306.90264,984.59582,-0.00112635,0.00858826,-0.01402103,0.00030765,0.11410711,0.0111284,0.2972185,500.51,141.17,8.07426,14.26707,0.40151181,0.00087558,-42.57933,-12.00159,-0.7252225,0.029344,5.19,6.53,5.79,6.67,6.045,0.596217242,103,610.91295,-0.223579,167,-0.001044,0.222535,103,9.267,10.255,11.236,17.899,0.454404671,0.965738642,1.969607,7.868623,0.778067,20.092209,225.0018,5613.88581,1.2194,-81.53061,17.49186,2227.17995,1289.24803,937.93192,-0.00273176,0.00875266,-0.01851784,0.00059892,0.05962582,0.01356658,0.35007626,474.11,149.57,7.96045,13.68682,0.40227378,0.00093257,-42.50624,-13.29274,-0.7345374,0.028801,23.63,24.59,5.85,4.99,14.765,9.356103623,106,671.86203,-0.220391,968,-0.031279,0.189112,103,9.267,10.275,11.284,17.9,0.453635419,0.965792597,1.965252,7.866435,9.424733,39.054874,200.3556,5917.31004,1.2723,-73.27903,29.13986,2235.14488,1302.25821,932.88668,-0.00317239,0.01587286,-0.02975851,0.00119944,0.10754934,0.02241994,0.58962558,350.77,275.14,6.1817,14.30316,0.39685703,0.00243262,-41.89667,-12.44282,-0.7068977,0.023543,768.9,887.7,23.1,0.480075531,0.503761919,0.522223258,0.535123518,0.544123394,773.8,858.6,21.9,757.8,853.6,22.2,-0.4778125,-0.561245,-0.489103,-0.53442,-0.135886,0.50327,-0.4356505,-0.539805,-0.5021625,-0.55565,-0.4474975,-0.52888,-0.5017805,-0.560975
31.33333333,0,0.273682053,9.473725908,24.29161443,0,0,0,0,0,43.18,19.45853537,9.590577601,5.244467809,4,2,4,2,0,6,L145,1.05,7.37,5.61,14.34,6.92,8.56,3.399139597,40,316.35399,-0.236016,83,-0.042611,0.193406,39,8.211,7.333,7.72,15.946,0.51440369,0.971014493,1.195018,5.002036,3.299981,14.311894,137.4698,2493.94993,1.4214,-65.40455,21.86463,1222.59942,634.36509,588.23433,-0.0042265,0.01581578,-0.02584054,0.00058255,0.11105696,0.02105475,0.56161665,154.38,187.98,8.54617,14.93825,0.41053215,0.00185151,-40.17035,-13.17834,-0.8484497,0.056704,7.12,7.36,13.91,6.91,8.825,2.940140303,40,316.35399,-0.231884,83,-0.039351,0.192532,39,8.12,7.419,7.861,15.741,0.50743045,0.969273399,1.208118,5.089243,2.956804,14.950428,174.9208,2491.50127,1.4228,-72.64311,21.81847,1221.75342,625.34828,596.40514,-0.00464126,0.01586625,-0.02614398,0.00063527,0.10610425,0.02130287,0.56826557,154.28,187.84,8.35737,14.8947,0.41100298,0.00192201,-40.41895,-13.18871,-0.849528,0.057337,24.77,27.89,13.4,5.72,17.945,8.882444765,43,377.30306,-0.233199,506,-0.08183,0.151369,39,8.12,7.421,8.178,15.743,0.502297237,0.969396552,1.195302,5.101402,11.654661,39.193482,99.3868,2824.98519,1.4966,-68.51289,36.68066,1329.42563,754.76791,574.65772,-0.00135118,0.02673462,-0.03823967,0.00147462,0.13288169,0.03190877,0.86281292,129.07,243.21,6.53147,15.41819,0.399131,0.00523928,-40.13048,-10.66306,-0.7628144,0.052874,418.6,419,20.4,0.361961193,0.361153531,0.358140375,0.34790283,0.332122156,385,372.4,19.5,387.9,376.1,19.6,-0.442316,-0.52516,-0.4719075,-0.50537,0.027536,0.55739,-0.4151855,-0.49484,-0.489572,-0.53586,-0.4152165,-0.502385,-0.4868635,-0.530625
24.17021277,0,0.199805817,9.473725908,29.7066049,11.79549069,0,0,0,0,43.18,19.45853537,10.64365169,9.987422661,4,2,4,2,0,8,L162,2.24,3.85,3.84,3.92,3.92,3.8825,0.037666298,79,608.72796,-0.206031,160,-0.039351,0.166681,73,10.569,9.071,12.265,20.726,0.492748799,0.980509036,1.575658,6.7489,2.986935,14.483088,377.8277,4911.6645,1.3888,-40.70367,20.90113,2260.49567,1033.85968,1226.63598,-0.00405682,0.01371577,-0.0190363,0.00022417,0.20014093,0.01651281,0.45178802,323.39,309.61,8.46665,14.7044,0.40530286,0.00158537,-40.85786,-13.118,-0.8342673,0.048418,4.22,4.19,7.58,7.58,5.8925,1.687533333,79,608.72796,-0.205125,160,-0.038826,0.166299,76,10.64,11.436,12.685,19.764,0.450358893,0.928759398,2.180653,9.148182,3.13805,12.406475,499.4194,4899.94217,1.3921,-80.93219,18.61411,2249.38233,1047.17253,1202.20979,-0.00608586,0.01307491,-0.02277565,0.00045394,0.10398714,0.01837656,0.49686874,325.8,304.09,8.10084,14.71653,0.4050134,0.00168189,-40.59237,-13.12359,-0.8331202,0.047482,7.71,25.67,7.1,7.11,11.8975,7.955392432,82,669.67704,-0.204771,937,-0.04009,0.164681,76,10.64,11.437,12.687,19.765,0.450340632,0.928806391,2.145576,9.156066,12.289811,19.075505,509.711,5213.12654,1.4395,-74.93226,30.16213,2315.68796,1113.11007,1202.57789,-0.00708149,0.02208238,-0.03407566,0.00105053,0.14568959,0.02860568,0.77037347,231.21,417.25,6.31152,15.20981,0.39853664,0.00347027,-40.27599,-11.64245,-0.7932901,0.043007,730.5,771.2,22.3,0.429466727,0.431391538,0.425596347,0.411128266,0.396692645,718.2,732.6,21.6,713.4,732.8,21.6,-0.4779855,-0.56574,-0.491395,-0.53971,-0.019825,0.503,-0.4455965,-0.55444,-0.492295,-0.54876,-0.438973,-0.53954,-0.502869,-0.564285
19.7704918,0,0.200504995,9.473725908,29.7066049,0,0,0,0,0,43.18,19.45853537,11.34735185,14.28731411,4,2,4,2,0,8,L163,1.84,6.06,6.41,7.76,8.12,7.0875,0.870786283,107,790.98944,-0.204424,209,-0.038737,0.165687,100,9.838,8.561,13.841,19.021,0.459189339,0.966710714,1.617459,6.271724,3.7723,29.335199,731.4537,6519.65482,1.3595,-51.21311,23.45564,2579.17208,1282.13983,1297.03225,-0.00356001,0.01265669,-0.01959051,0.00027842,0.17426477,0.01632788,0.43929016,410.63,311.62,8.4221,14.5857,0.40398465,0.00143679,-41.67233,-13.15121,-0.8154743,0.043312,7.17,7.17,7.11,7.08,7.1325,0.038971143,107,790.98944,-0.200587,209,-0.03842,0.162167,104,10.913,11.332,12.735,21.739,0.474588482,0.996013928,2.29702,9.09914,1.333749,25.343295,926.5911,6502.39463,1.3631,-79.56293,20.3693,2637.64826,1295.13213,1342.51613,-0.00491873,0.01267458,-0.02189109,0.00045231,0.11424255,0.01764599,0.47254262,412.36,326.26,8.15493,14.65507,0.40255579,0.00152815,-42.47435,-13.15724,-0.8179667,0.043194,6.17,24.71,6.71,6.72,11.0775,7.873872538,110,851.93851,-0.199869,1210,-0.038756,0.161113,104,10.913,11.337,12.721,21.738,0.474670277,0.995968111,2.270517,9.107209,10.451671,35.041054,921.4455,6829.32861,1.3979,-75.69192,31.28944,2645.74002,1322.30834,1323.43167,-0.00551275,0.01879603,-0.02980088,0.00092761,0.15772465,0.02475069,0.66125812,328.75,412.13,6.25946,15.14201,0.39750543,0.00277079,-42.08094,-12.07302,-0.7888849,0.039704,885.9,1013.8,24.8,0.430427139,0.445191448,0.470159337,0.495841351,0.513668483,872.6,969.3,24.9,871.6,973.6,24,-0.4646045,-0.555985,-0.49293,-0.542455,-0.011612,0.53777,-0.427998,-0.54536,-0.4964535,-0.55742,-0.421867,-0.516865,-0.5044745,-0.568145
21.64912281,0,0.199782112,9.473725908,29.7066049,11.79549069,0,0,0,0,43.18,19.45853537,10.96025293,15.5531126,4,2,4,2,0,6,L165,2.11,4.2,4.17,4.97,5.13,4.6175,0.436312675,123,763.10531,-0.211353,207,-0.02351,0.187843,104,10.379,11.395,14.95,19.163,0.421090797,0.923162154,2.28387,9.152355,3.074099,18.572111,647.1162,6889.47403,1.2412,-47.5915,20.83067,2927.15705,1530.65672,1396.50033,-0.00227557,0.00928972,-0.01495189,0.00026454,0.14690012,0.01228826,0.32629302,598.75,220.94,8.28912,14.53687,0.40162122,0.00087527,-42.18028,-13.2902,-0.7526139,0.037251,7.89,7.97,7.52,7.56,7.735,0.197547463,123,763.10531,-0.210119,207,-0.023312,0.186807,109,11.59,11.853,15.011,22.889,0.46005266,0.987446074,1.966559,9.789148,1.365154,5.093927,563.6966,6909.59519,1.2376,-78.8901,17.33049,3039.88354,1467.05128,1572.83226,-0.00445186,0.0086396,-0.01666286,0.00040809,0.0976661,0.01338349,0.34805609,618.84,232.42,8.11327,14.70801,0.40145753,0.00096028,-42.0922,-13.26109,-0.7530095,0.0382,8.27,25.58,6.91,6.79,11.8875,7.926709201,126,824.05438,-0.211054,1192,-0.037895,0.173159,109,11.59,11.855,15.008,22.892,0.460094463,0.987575496,1.947516,9.792377,10.488739,21.298799,627.046,7227.75995,1.2776,-72.19526,28.82961,3093.7339,1273.90753,1819.82637,-0.00783277,0.01682068,-0.02509058,0.00083215,0.14761022,0.02167041,0.59008653,443.04,423.3,6.27625,15.19068,0.39580205,0.00218884,-41.61086,-11.97033,-0.7288682,0.032696,1016.4,1089.5,22.3,0.436401224,0.445247318,0.450137439,0.452035876,0.45600686,963.6,1047.5,22.2,1000.8,1053,21.6,-0.4704275,-0.565335,-0.485237,-0.53574,-0.021687,0.51722,-0.4323835,-0.554775,-0.491283,-0.5559,-0.4325105,-0.53219,-0.4972745,-0.56182
