SPS_L,NumRadicalElectrons_L,MaxPartialCharge_L,PEOE_VSA1_L,PEOE_VSA10_L,PEOE_VSA11_L,PEOE_VSA14_L,PEOE_VSA4_L,SlogP_VSA1_L,SlogP_VSA12_L,TPSA_L,EState_VSA9_L,VSA_EState2_L,VSA_EState4_L,NOCount_L,NumAliphaticHeterocycles_L,NumHAcceptors_L,fr_Imine_L,fr_allylic_oxid_L,fr_bicyclic_L,Ligand ID,ln(dr),ODI_HOMO_1_Free,ODI_HOMO_Free,ODI_LUMO_Free,ODI_LUMO_Add1_Free,ODI_Mean_Free,ODI_Std_Free,AtomNum_Free,Weight_Free,HOMO_Free,HOMO_number_Free,LUMO_Free,HOMO_LUMO_Gap_Free,Farthest_Distance_Free,Mol_Radius_Free,Mol_Size_Short_Free,Mol_Size_2_Free,Mol_Size_L_Free,Length_Ratio_Free,Len_Div_Diameter_Free,MPP_Free,SDP_Free,Dipole_Moment_Free,Quadrupole_Moment_Free,Octopole_Moment_Free,Volume_Free,Density_Free,ESPmin_Free,ESPmax_Free,Overall_Surface_Area_Free,Pos_Surface_Area_Free,Neg_Surface_Area_Free,Overall_Average_Free,Pos_Average_Free,Neg_Average_Free,Overall_Variance_Free,Nu_Free,Pi_Free,MPI_Free,Nonpolar_Area_Free,Polar_Area_Free,ALIEmin_Free,ALIEmax_Free,ALIE_Ave_Free,ALIE_Var_Free,LEAmin_Free,LEAmax_Free,LEA_Ave_Free,LEA_Var_Free,ODI_HOMO_1_Res,ODI_HOMO_Res,ODI_LUMO_Res,ODI_LUMO_Add1_Res,ODI_Mean_Res,ODI_Std_Res,AtomNum_Res,Weight_Res,HOMO_Res,HOMO_number_Res,LUMO_Res,HOMO_LUMO_Gap_Res,Farthest_Distance_Res,Mol_Radius_Res,Mol_Size_Short_Res,Mol_Size_2_Res,Mol_Size_L_Res,Length_Ratio_Res,Len_Div_Diameter_Res,MPP_Res,SDP_Res,Dipole_Moment_Res,Quadrupole_Moment_Res,Octopole_Moment_Res,Volume_Res,Density_Res,ESPmin_Res,ESPmax_Res,Overall_Surface_Area_Res,Pos_Surface_Area_Res,Neg_Surface_Area_Res,Overall_Average_Res,Pos_Average_Res,Neg_Average_Res,Overall_Variance_Res,Nu_Res,Pi_Res,MPI_Res,Nonpolar_Area_Res,Polar_Area_Res,ALIEmin_Res,ALIEmax_Res,ALIE_Ave_Res,ALIE_Var_Res,LEAmin_Res,LEAmax_Res,LEA_Ave_Res,LEA_Var_Res,ODI_HOMO_1_CoL2,ODI_HOMO_CoL2,ODI_LUMO_CoL2,ODI_LUMO_Add1_CoL2,ODI_Mean_CoL2,ODI_Std_CoL2,AtomNum_CoL2,Weight_CoL2,HOMO_CoL2,HOMO_number_CoL2,LUMO_CoL2,HOMO_LUMO_Gap_CoL2,Farthest_Distance_CoL2,Mol_Radius_CoL2,Mol_Size_Short_CoL2,Mol_Size_2_CoL2,Mol_Size_L_CoL2,Length_Ratio_CoL2,Len_Div_Diameter_CoL2,MPP_CoL2,SDP_CoL2,Dipole_Moment_CoL2,Quadrupole_Moment_CoL2,Octopole_Moment_CoL2,Volume_CoL2,Density_CoL2,ESPmin_CoL2,ESPmax_CoL2,Overall_Surface_Area_CoL2,Pos_Surface_Area_CoL2,Neg_Surface_Area_CoL2,Overall_Average_CoL2,Pos_Average_CoL2,Neg_Average_CoL2,Overall_Variance_CoL2,Nu_CoL2,Pi_CoL2,MPI_CoL2,Nonpolar_Area_CoL2,Polar_Area_CoL2,ALIEmin_CoL2,ALIEmax_CoL2,ALIE_Ave_CoL2,ALIE_Var_CoL2,LEAmin_CoL2,LEAmax_CoL2,LEA_Ave_CoL2,LEA_Var_CoL2,Surface Area_CoL2,Surface Volume_CoL2,P_int_CoL2,Vb_R2.5_CoL2,Vb_R3.0_CoL2,Vb_R3.5_CoL2,Vb_R4.0_CoL2,Vb_R4.5_CoL2,Surface Area_Free,Surface Volume_Free,P_int_Free,Surface Area_Res,Surface Volume_Res,P_int_Res,N_Mulliken_CoL2,N_NPA_CoL2,O_Mulliken_CoL2,O_NPA_CoL2,Co_Mulliken_CoL2,Co_NPA_CoL2,N_Mulliken_Free,N_NPA_Free,O_Mulliken_Free,O_NPA_Free,N_Mulliken_Free.1,N_NPA_Free.1,O_Mulliken_Free.1,O_NPA_Free.1
26.46153846,0,0.199805817,9.473725908,29.7066049,11.79549069,0,0,0,0,43.18,19.45853537,10.46109598,10.001118,4,2,4,2,0,6,L11,1.99,4.15,4.11,7.82,7.86,5.985,1.855107814,67,508.61031,-0.217683,134,-0.025646,0.192037,52,10.872,8.087,11.152,21.631,0.529263518,0.994803164,1.286132,5.782999,2.835458,18.980062,470.8216,4140.56413,1.3765,-40.34941,20.50906,1945.93764,916.38021,1029.55743,-0.00359526,0.01395329,-0.01921474,0.00023177,0.19240618,0.01672617,0.45543759,275.95,268.97,8.46718,14.71169,0.40660101,0.00160623,-40.85814,-13.10631,-0.827506,0.048438,6.79,6.56,7.91,7.94,7.3,0.630357042,67,508.61031,-0.215987,134,-0.025115,0.190872,67,9.096,9.733,12.806,17.455,0.436440466,0.959487687,1.827823,7.375557,3.042014,12.058763,534.7787,4128.94164,1.3804,-79.26235,18.95359,1934.79223,927.32367,1007.46856,-0.00572269,0.01332629,-0.0232563,0.00048809,0.09768173,0.01874427,0.50332795,281.11,260.69,8.10268,14.77017,0.40624827,0.0017258,-40.64947,-13.1183,-0.8269714,0.047361,8.15,25.02,6.92,6.96,11.7625,7.670157674,70,569.55939,-0.216712,791,-0.03862,0.178092,67,9.096,9.734,12.805,17.458,0.436482736,0.959652595,1.799905,7.382067,12.346337,26.29755,555.8422,4441.0327,1.4371,-71.37325,30.24894,1980.96713,968.87212,1012.09501,-0.00628665,0.02428395,-0.03555169,0.00095486,0.15274835,0.03024795,0.81745023,165.46,389.27,6.3521,15.26163,0.39951076,0.00364811,-40.26023,-11.71161,-0.7840877,0.040963,625,657.5,21.7,0.433373486,0.43517208,0.432940039,0.42503569,0.414019082,618.4,620,20.9,611.8,619.6,20.9,-0.478363,-0.566475,-0.491118,-0.53904,0.006169,0.51271,-0.446362,-0.55491,-0.4922505,-0.5486,-0.4387625,-0.539395,-0.502676,-0.563825
25.33333333,0,0.199162427,9.473725908,18.6287544,11.79549069,0,0,0,0,43.18,19.45853537,9.809433939,2.42436165,4,2,4,2,0,0,L110,1.66,4.54,5.08,6.81,5.25,5.42,0.844245225,51,360.44972,-0.231794,96,0.000131,0.231926,47,6.816,7.306,9.829,13.538,0.44136537,0.99310446,1.268132,4.870994,2.89861,13.999925,313.3993,3052.82034,1.3231,-46.39602,21.95051,1326.69986,684.89897,641.80089,-0.00298693,0.01487186,-0.02204497,0.00038825,0.16036347,0.01858684,0.49910864,188.88,182.64,8.25913,14.70773,0.41090872,0.00148392,-41.73233,-13.14992,-0.7864135,0.042326,6,6.55,6.76,6.89,6.55,0.339926463,51,360.44972,-0.226856,96,0.003299,0.230155,48,6.96,7.812,9.549,13.907,0.444767814,0.999066092,1.496017,5.149543,1.731123,24.655995,209.4979,3045.81202,1.3261,-77.26756,21.66806,1346.99405,662.21348,684.78057,-0.00359721,0.01404794,-0.02066087,0.00052393,0.12804859,0.01759157,0.47374474,214.57,162.62,8.04868,14.62629,0.41096108,0.00155662,-41.37665,-13.16261,-0.7729135,0.038412,23.49,25.6,8.36,9.24,16.6725,7.913884555,54,421.3988,-0.225137,577,-0.037082,0.188055,48,6.96,8.689,9.551,13.908,0.432624113,0.999137931,1.653212,6.03052,11.627668,51.693838,272.8334,3353.29568,1.4082,-73.13256,33.72188,1414.09285,920.88018,493.21266,0.00147567,0.0240084,-0.04059532,0.00144951,0.09996522,0.02936783,0.81072636,117.23,278.75,6.36833,15.20602,0.40192008,0.00453957,-41.19436,-11.43468,-0.7280554,0.032934,471.8,500.7,21.7,0.420025394,0.429696812,0.432322726,0.426195612,0.414114059,444,465.1,21,453.5,459.5,21,-0.491581,-0.581095,-0.4843105,-0.53214,-0.019012,0.51046,-0.441059,-0.55833,-0.473006,-0.53561,-0.4531935,-0.557045,-0.4966505,-0.55687
25.24137931,0,0.199160725,9.473725908,18.6287544,11.79549069,0,0,0,0,43.18,19.45853537,10.04943394,2.379222762,4,2,4,2,0,0,L111,1.66,8.62,8.51,8.1,8.95,8.545,0.303685693,57,388.50295,-0.233713,104,-0.001467,0.232245,53,8.966,7.097,11.644,17.92,0.488802815,0.999330805,1.244861,4.690901,2.34237,13.675185,368.7123,3350.67825,1.2993,-49.37669,16.48993,1584.13617,884.63667,699.4995,-0.00154118,0.01159975,-0.01816014,0.00034546,0.11588823,0.01473585,0.39447223,279.89,163.72,8.23064,14.20615,0.40682741,0.00148226,-41.17523,-13.10907,-0.7758274,0.03933,5.24,6.42,7.7,7.96,6.83,1.087428159,57,388.50295,-0.229849,104,-0.000466,0.229383,53,9.852,6.173,11.241,19.683,0.530581988,0.998934227,1.046064,3.77353,1.875988,18.345736,275.8364,3342.29569,1.3026,-76.9289,16.79133,1580.01648,913.80222,666.21426,-0.00232571,0.01068901,-0.02017713,0.00054377,0.07394529,0.01517874,0.39972633,295.62,146.83,8.10083,14.39663,0.40669476,0.00152212,-40.71698,-13.12483,-0.7756355,0.038152,21.96,26.65,6.26,5.59,15.115,9.34139845,60,449.45203,-0.225539,621,-0.038372,0.187167,53,9.852,6.151,11.249,19.683,0.530782299,0.998934227,1.056485,3.810314,11.350216,40.299328,306.8129,3657.26964,1.3771,-71.6892,28.9835,1669.26406,1053.49225,615.77181,0.00063172,0.02230137,-0.03644177,0.00129384,0.08656952,0.02735576,0.74879182,151.56,315.88,6.38443,14.90647,0.39818442,0.00406302,-40.19606,-11.44639,-0.7257783,0.033466,528.5,545.2,20.2,0.423964709,0.414211487,0.400344763,0.383910837,0.366571509,512.1,511.1,19.6,506.2,507.8,19.4,-0.48688,-0.565965,-0.474373,-0.53287,-0.029882,0.49031,-0.4484015,-0.556805,-0.489705,-0.550185,-0.446214,-0.544085,-0.487058,-0.559485
22.78787879,0,0.199861984,9.473725908,18.6287544,11.79549069,0,0,0,0,43.18,19.45853537,10.21551104,4.829926204,4,2,4,2,0,1,L112,1.52,4.58,6.7,10.59,10.58,8.1125,2.583615442,61,436.5459,-0.228905,116,-0.000846,0.228059,47,8.435,7.367,13.099,16.68,0.449038927,0.988737404,1.189786,4.967155,1.871649,18.126062,336.2494,3683.32668,1.3281,-49.29304,23.77814,1691.46936,915.01208,776.45728,-0.00226028,0.01308829,-0.02034772,0.00032631,0.14864153,0.01668744,0.4468295,273.99,199.67,8.33244,14.74686,0.40518416,0.001623,-41.53621,-13.13122,-0.7988686,0.041033,9.13,4.61,7.25,6.54,6.8825,1.617704778,61,436.5459,-0.230892,116,-0.001284,0.229607,57,9.857,7.26,13.93,19.648,0.481120525,0.996652125,1.117838,4.858801,1.175986,16.764758,383.1091,3680.3623,1.3292,-74.99579,17.51134,1737.39443,959.16499,778.22944,-0.00257516,0.01225198,-0.02084954,0.00045185,0.0789666,0.0164764,0.438187,295.68,190.84,8.14599,14.12039,0.40581825,0.00165314,-41.07861,-13.1182,-0.7974637,0.042041,21.95,26.71,6.54,7,15.55,8.941311425,64,497.49497,-0.226839,689,-0.040633,0.186206,57,9.857,7.262,13.983,19.633,0.480282793,0.995891245,1.121446,4.859461,10.684744,43.351082,492.257,3996.50384,1.3949,-69.69193,29.76347,1828.88192,1114.29959,714.58233,0.00100393,0.02185564,-0.03151164,0.00119137,0.1055878,0.02542097,0.69738532,199.9,312.24,6.42135,14.71528,0.39803818,0.00394204,-40.50753,-11.35179,-0.7506111,0.039196,578.2,595.7,20.9,0.418853366,0.4095184,0.396128401,0.381047887,0.365098016,544.1,554.1,20.7,555.7,556.3,20.1,-0.4840865,-0.563315,-0.4732715,-0.5294,-0.025986,0.49678,-0.4389115,-0.55134,-0.486988,-0.551245,-0.44226,-0.54014,-0.4866545,-0.55609
26.64,0,0.334341463,18.94745182,18.6287544,23.87917235,11.93861058,0,0,0,95.78,18.94745182,32.72586826,-0.541943027,8,2,8,2,0,0,L116,1.99,14.63,14.08,12.23,11.81,13.1875,1.19286158,49,352.38292,-0.240101,94,-0.004802,0.235299,44,7.863,7.196,10.196,15.278,0.467646159,0.971512145,1.162071,4.792223,2.617191,28.946241,429.6486,2877.1193,1.3725,-45.41985,23.05947,1435.59263,853.06689,582.52574,-0.00298505,0.01347059,-0.02708313,0.00048152,0.12721892,0.0196937,0.51685847,217.4,184.61,8.44777,15.04266,0.42406248,0.00109104,-40.61456,-12.86056,-0.7939369,0.056801,13.05,12.48,9.31,10.37,11.3025,1.523144363,49,352.38292,-0.234886,94,-0.000317,0.234569,42,7.882,8.732,10.136,15.321,0.44812659,0.971897995,1.501861,6.527853,3.463024,26.44061,370.1914,2863.55014,1.379,-78.62092,22.26141,1445.03728,835.07891,609.95836,-0.00502453,0.01371515,-0.03068057,0.00079916,0.07929852,0.02204925,0.5680744,216.33,188.32,8.27271,14.97014,0.42424326,0.00117853,-40.89454,-12.87855,-0.7966556,0.059869,29.31,26.44,7.26,8.87,17.97,9.97309631,52,413.332,-0.22678,547,-0.041325,0.185455,42,7.882,8.865,10.066,15.343,0.447657116,0.97329358,1.485928,6.528299,12.135027,35.759396,359.8366,3194.13356,1.4501,-73.98587,35.1594,1488.99852,893.36873,595.62979,-0.00386784,0.025597,-0.04806136,0.00139423,0.14109389,0.03547218,0.94105679,121.49,295.48,6.35924,15.61725,0.41498871,0.00426206,-41.24075,-11.31875,-0.7280799,0.046161,490.5,482.4,19.4,0.425755307,0.429510578,0.440120667,0.443322885,0.436721192,465.3,441.4,18.4,465,441.7,18.1,-0.485287,-0.56813,-0.461075167,-0.568308333,-0.034848,0.50513,-0.4471635,-0.54692,-0.467793,-0.577441667,-0.444385,-0.541795,-0.470441833,-0.581475
21.58490566,0,0.19986201,9.473725908,18.6287544,11.79549069,0,0,0,0,43.18,19.45853537,11.42510614,1.915045588,4,2,4,2,0,4,L117,0.58,6.43,6.43,5.94,5.82,6.155,0.278253482,103,698.93531,-0.18569,187,-0.05969,0.126,84,8.316,11.854,14.149,16.217,0.384107058,0.9750481,2.298582,8.767026,1.495739,27.668513,386.8618,5870.09365,1.3343,-42.2556,21.94145,2278.62613,1145.00432,1133.62181,-0.00175445,0.0111568,-0.01479534,0.00021056,0.19458346,0.01305704,0.35284945,418.67,219.41,8.26566,14.52574,0.40203056,0.00128068,-40.76168,-13.12396,-0.7819534,0.038091,4.09,4.2,3.4,3.42,3.7775,0.369619737,103,698.93531,-0.18736,187,-0.0614,0.12596,97,8.862,11.473,12.234,16.155,0.405273193,0.911475965,2.160194,8.550007,1.605308,26.869849,427.3682,5866.95531,1.335,-82.32737,19.37947,2230.12568,1136.70252,1093.42316,-0.00310058,0.01209601,-0.01889867,0.00053879,0.10243457,0.01573864,0.41990785,380.44,244.05,8.08213,13.6606,0.40164778,0.00129433,-43.74374,-13.06681,-0.7816849,0.038976,4.76,24.73,3.75,3.82,9.265,8.937624125,106,759.88439,-0.19084,1084,-0.065406,0.125434,97,8.862,11.302,11.819,16.148,0.411214953,0.91108102,2.158587,8.755024,10.589356,54.374415,435.9377,6180.26165,1.3778,-78.4719,32.64992,2232.12694,1261.5704,970.55654,-0.00247086,0.0187983,-0.03011742,0.00126795,0.10277042,0.02411662,0.6454539,313.7,311.35,6.15084,14.34507,0.39664379,0.00281808,-43.36031,-12.26635,-0.7519798,0.034235,765.8,918.1,24.7,0.463732257,0.489012217,0.513167397,0.532989883,0.547303751,757.7,886.8,23.6,759.3,888.7,24,-0.4732915,-0.56464,-0.483782,-0.53576,-0.085914,0.53824,-0.4451095,-0.55043,-0.4866785,-0.54378,-0.4320045,-0.52161,-0.4954875,-0.561675
18.34042553,0,0.199861661,9.473725908,18.6287544,11.79549069,0,0,0,0,43.18,19.45853537,10.84144873,1.802083123,4,2,4,2,0,4,L118,0.71,3.92,4.17,6.34,6.49,5.23,1.189474674,89,618.80737,-0.179709,165,-0.056431,0.123278,79,8.019,8.05,15.322,15.38,0.396882742,0.95897244,1.557419,5.3784,4.49382,43.046461,158.9674,5155.08966,1.3451,-36.47241,23.32734,2001.53543,1084.76744,916.76798,-0.00169697,0.01398575,-0.02025358,0.00026565,0.20747531,0.01704249,0.45869193,317.22,243.27,8.44098,14.41723,0.40634524,0.00121504,-42.21259,-12.99017,-0.7815496,0.04268,3.54,3.68,3.43,3.48,3.5325,0.093641604,89,618.80737,-0.186782,165,-0.061487,0.125296,70,8.168,10.013,12.524,15.886,0.413450277,0.972453477,1.941723,7.624746,1.471866,27.313748,439.5841,5193.99777,1.3351,-83.47083,19.26676,2033.21941,1032.83325,1000.38617,-0.00430131,0.01285078,-0.02200972,0.00058712,0.08585931,0.01781006,0.47231258,319.33,250.03,8.03499,13.6561,0.4025311,0.00132954,-43.55485,-13.05313,-0.7939666,0.042113,3.64,25.07,3.34,3.46,8.8775,9.349353922,92,679.75645,-0.190252,962,-0.065521,0.124731,70,8.168,10.022,12.501,15.886,0.413600979,0.972453477,1.982135,7.631081,10.412479,58.031284,484.7722,5507.13922,1.3832,-77.7702,32.37889,2033.62769,1170.89028,862.73741,-0.00300021,0.01985475,-0.0340185,0.00139951,0.09388964,0.02644314,0.70378206,251.39,318.08,6.17398,14.2559,0.397151,0.00297898,-43.01656,-12.24869,-0.7583503,0.036779,697.9,814.2,24.6,0.464269436,0.49002719,0.520138371,0.542738657,0.553721453,671.8,780,23.2,684.1,776,23.8,-0.4825335,-0.554115,-0.485168,-0.53658,-0.08038,0.5069,-0.4378495,-0.55998,-0.481314,-0.54647,-0.4384285,-0.516995,-0.4966525,-0.56265
24.66666667,0,0.199805817,9.473725908,29.7066049,11.79549069,0,0,0,0,43.18,19.45853537,10.63198323,18.20993874,4,2,4,2,0,6,L12,2.13,4.69,4.42,4.71,4.53,4.5875,0.1192424,85,592.77002,-0.220878,158,-0.007948,0.21293,83,11.352,8.024,12.674,22.061,0.515938165,0.971678999,1.108526,5.697918,2.848141,22.743098,197.0408,5059.8825,1.3128,-40.10189,20.33646,2334.99596,1090.69073,1244.30523,-0.00319829,0.01082335,-0.01548891,0.00024078,0.19358556,0.01339824,0.36217262,439.52,214.34,8.47157,14.60552,0.40753893,0.0012291,-40.89133,-13.28931,-0.7846721,0.044931,9.01,8.21,8.19,11,9.1025,1.144363906,85,592.77002,-0.219124,158,-0.007388,0.211736,63,9.22,10.03,13.95,17.217,0.41791878,0.93367679,2.089997,7.729413,3.103223,18.719657,335.4874,5047.90176,1.3159,-79.33982,18.89342,2327.04747,1018.25014,1308.79733,-0.00567478,0.01122459,-0.01882257,0.00043585,0.11681252,0.01557288,0.42171948,414.95,236.69,8.08362,14.76368,0.40701616,0.001333,-40.616,-13.27151,-0.7832675,0.044034,10.2,24.27,5.03,4.15,10.9125,8.050864472,88,653.71909,-0.219215,923,-0.03769,0.181525,63,9.22,10.029,13.95,17.218,0.417943054,0.93373102,2.061511,7.739318,12.285686,33.773783,383.6632,5359.75544,1.3668,-72.95277,30.41226,2346.11048,967.74603,1378.36445,-0.00629001,0.02335777,-0.02710565,0.00092284,0.17451787,0.02517786,0.69551446,272.45,384.52,6.37825,15.26186,0.40220475,0.00280497,-40.1827,-11.77512,-0.7533097,0.036906,761,800.6,21.9,0.429955072,0.43173607,0.436748742,0.437647415,0.432281717,758.2,766.6,21.3,757.6,766,21.1,-0.4772415,-0.56679,-0.4912075,-0.539215,0.004232,0.51918,-0.446324,-0.55556,-0.4923795,-0.548825,-0.4392795,-0.53948,-0.5027335,-0.56388
22.28571429,0,0.236065991,9.473725908,23.58924705,0,0,0,4.736862954,0,43.71,14.46613064,9.265789557,4.258371047,4,1,4,1,0,3,L120,1.99,9.34,8.59,10.6,13.06,10.3975,1.69670821,37,280.32178,-0.231095,74,-0.041262,0.189833,34,7.089,7.249,9.199,13.869,0.457466108,0.978205671,1.092434,4.970679,2.874042,31.158315,351.1264,2287.43639,1.3733,-56.87043,29.80933,1141.77155,553.36404,588.40751,-0.00468391,0.01699932,-0.02507576,0.00047755,0.19508336,0.02131216,0.5758331,140.88,178.85,8.10739,15.20488,0.41126846,0.00171078,-40.40753,-13.21097,-0.8295946,0.055728,8.28,9.64,10.55,14.09,10.64,2.149430157,37,280.32178,-0.230162,74,-0.038731,0.191431,36,7.261,7.455,8.801,14.231,0.466789123,0.979961438,1.142685,5.087727,4.127332,29.801925,391.1231,2285.40947,1.3745,-77.43843,29.13278,1141.41817,553.06106,588.35711,-0.00532516,0.01725387,-0.02654966,0.00075553,0.15237129,0.02227833,0.5998883,147.27,172.36,7.977,15.21391,0.41142501,0.00185271,-40.39924,-13.20731,-0.8292792,0.054903,26.66,27.31,10,13.92,19.4725,7.642726526,40,341.27085,-0.229115,455,-0.074227,0.154888,36,7.261,7.729,8.86,14.228,0.461693221,0.979754855,1.177245,5.225165,13.025686,58.134174,427.1629,2610.56538,1.4649,-72.38878,42.97691,1239.86844,758.6522,481.21624,-0.00110931,0.02718431,-0.04571507,0.00167876,0.13658381,0.03463477,0.93543055,107.78,239.42,6.44605,15.42009,0.39962054,0.00526851,-40.08866,-10.6358,-0.7480067,0.049455,385.2,384.5,19.7,0.390513088,0.385931913,0.37567555,0.357577897,0.333424692,359.9,345,18.8,358.7,343.6,18.8,-0.495056,-0.53286,-0.4809175,-0.51305,0.020212,0.52893,-0.455565,-0.51946,-0.4854505,-0.52595,-0.4522145,-0.507805,-0.4900325,-0.531045
18.88888889,0,0.236282795,4.736862954,11.73576882,6.103966388,0,0,0,0,34.48,14.71324621,9.682756834,3.973906421,3,1,3,1,0,1,L122,0.66,4.93,5.36,8.98,9.48,7.1875,2.05576476,45,350.41341,-0.229693,92,-0.067257,0.162436,38,8.081,7.692,8.423,15.808,0.495191555,0.97809677,1.271125,5.369556,3.563321,31.227179,317.1526,2881.92544,1.3625,-68.67998,26.14308,1352.19354,654.93196,697.26158,-0.00427206,0.01609155,-0.02339942,0.00055367,0.14486884,0.0199815,0.54041449,188.83,189.82,8.29117,14.22212,0.4053879,0.00169211,-40.21472,-13.06564,-0.8333182,0.046969,5.25,6.16,9.03,9.35,7.4475,1.775561531,45,350.41341,-0.226888,92,-0.066812,0.160076,42,8.047,7.653,8.469,15.831,0.495446437,0.983658506,1.269961,5.255084,3.296756,30.357332,322.4711,2881.28599,1.3628,-72.7958,26.04068,1356.55833,655.75104,700.80729,-0.00463057,0.01589432,-0.02383587,0.00058183,0.13703273,0.02016567,0.54414548,189.1,190.77,8.19351,14.40428,0.40550217,0.00171985,-41.24896,-13.07345,-0.8329561,0.0474,19.75,27.62,8.44,9.54,16.3375,7.866328162,48,411.36248,-0.231205,561,-0.094469,0.136736,42,8.047,7.724,8.852,15.932,0.490094746,0.989934137,1.262292,5.351857,12.057427,61.712905,452.8527,3204.20983,1.4386,-71.79725,39.93984,1460.58708,881.15914,579.42793,-0.00190471,0.02430327,-0.04176023,0.00155338,0.1301997,0.03166055,0.84977344,140.52,268.49,6.48241,14.84241,0.39484553,0.00447357,-40.82482,-10.60242,-0.7580732,0.042806,460.2,470.1,21.5,0.38668772,0.384963498,0.376129799,0.360576625,0.341703934,430.2,430,20.8,430.8,429.1,20.8,-0.51212,-0.50386,-0.48744,-0.51758,0.03234,0.53364,-0.45159,-0.474205,-0.505616,-0.55266,-0.4538455,-0.47672,-0.50044,-0.54263
22.5,0,0.273014383,9.473725908,13.21376393,0,0,0,0,0,43.18,9.473725908,9.290917108,2.541357802,4,2,4,2,0,0,L127,0.58,6.46,7.39,15.2,14.38,10.8575,3.956857181,44,320.38575,-0.23256,85,-0.039562,0.192998,41,9.172,5.868,9.243,18.27,0.547317336,0.995965983,0.912816,3.489759,3.108871,24.235486,206.4958,2702.00176,1.3287,-65.22864,26.65608,1330.16443,728.93132,601.23311,-0.00266888,0.01583033,-0.0250972,0.00058769,0.12686013,0.02038079,0.54474314,177.5,194.98,8.48474,14.83501,0.40877018,0.00176582,-39.57933,-13.1016,-0.8166601,0.050569,94.01,30.27,11.01,73.67,52.24,33.11559904,44,378.311,-0.118154,93,-0.046574,0.071579,40,6.68,6.642,10.739,12.341,0.415214319,0.923727545,1.042091,4.370231,12.187089,39.025669,329.9573,2874.33641,1.4749,-74.60702,133.87363,1346.68128,809.18899,537.49229,0.00423643,0.02913145,-0.03324276,0.00125157,0.23071082,0.03007093,0.83735878,108.4,268.71,3.97864,14.74602,0.38604554,0.00524412,-40.22662,-12.47638,-0.7569029,0.04425,15.58,25.7,13.88,3.18,14.585,7.985992424,47,381.33483,-0.227245,516,-0.078791,0.148454,40,6.68,6.639,10.707,12.34,0.415684161,0.923652695,1.055785,4.351297,10.337532,26.850641,362.4346,3032.78404,1.409,-72.95229,41.06427,1371.47724,636.16674,735.31049,-0.00675603,0.03070537,-0.03916643,0.00147514,0.17650369,0.03522823,0.95897608,115.92,268.14,6.40184,14.93755,0.40009038,0.00472508,-39.52303,-11.98619,-0.7414277,0.043729,444.4,451,20.4,0.434382732,0.457063841,0.471172661,0.474283874,0.465154459,419.9,409.3,18.9,431.5,437.9,20.5,-0.443943,-0.53006,-0.4691005,-0.50301,-0.00205,0.57169,-0.424496,-0.500995,-0.488093,-0.53455,-0.4645415,-0.635305,-0.4617165,-0.49192
27.71428571,0,0.273284278,9.473725908,13.21376393,0,0,0,0,0,43.18,9.473725908,8.813240741,-0.289789305,4,2,4,2,0,0,L128,0.99,11.79,12.16,15.99,6.33,11.5675,3.442037006,30,196.24663,-0.244068,53,-0.033864,0.210203,29,5.915,6.368,6.724,11.46,0.466764418,0.968723584,1.177767,4.323662,0.588515,23.852519,50.9484,1726.01326,1.2741,-54.02988,22.13193,891.61,570.67987,320.93013,-0.00225181,0.01384401,-0.03087349,0.00068402,0.08966359,0.0206675,0.54351145,140.05,109.62,8.40199,14.63067,0.41377899,0.00108531,-39.7374,-13.29132,-0.7743243,0.059186,50.02,38.64,13.52,18.38,30.14,14.84912792,27,193.22281,-0.105107,52,-0.053531,0.051576,26,5.846,6.569,6.706,11.29,0.459596988,0.965617516,1.139546,4.259397,18.018221,25.948562,226.209,1715.24312,1.2623,-74.60702,-16.89925,886.92979,0,886.92979,-0.1244785,0,-0.1244785,0.00402045,0,0.0545904,3.38723224,0,248.37,3.33901,13.78813,0.36240546,0.00504066,-40.11807,-13.48668,-0.8136067,0.05691,10.67,12.26,15.93,3.73,10.6475,4.425982236,30,196.24663,-0.235632,53,-0.033707,0.201925,26,5.846,6.542,6.734,11.304,0.459886086,0.966814916,1.178603,4.321465,3.386406,25.391948,46.4866,1727.06967,1.2733,-68.21309,21.28902,893.93821,597.40524,296.53298,-0.00166785,0.01487838,-0.03500244,0.00088873,0.05831001,0.02214505,0.58650981,131.04,119.29,8.38145,14.07142,0.41385075,0.00108295,-39.53016,-13.26503,-0.7732347,0.058546,288,267.6,16.7,0.434382732,0.457063841,0.471172661,0.474283874,0.465154459,287.4,267.1,16.7,276.3,254.6,16.7,-0.4372815,-0.50549,-0.497728,-0.54276,-0.00205,0.57169,-0.429373,-0.50492,-0.4922185,-0.53608,-0.462266,-0.55535,-0.4829805,-0.52536
